userName,score,reviewCreatedVersion,at,replyContent,repliedAt,content_clean
Gracia Vanya,2,,2025-09-22 02:48:14,,,"makin kesini, makin banyak sponsor iklannya, kalau boleh saran. tolong dikurangin sponsor iklannya, dan tolong di update jika kita mau mengganti username agar bisa diubah"
Fatmariani,1,,2025-09-22 02:27:52,,,woiii ini kenapa data gw bocor ke dark web??
nikaapuspita,3,11.14.1,2025-09-21 23:05:28,,,"awalnya sih baik baik aja, lama kelamaan mulai muncul bug nya. awalnya sih ga bisa votmen mungkin karena akun ku. tapi pas udah dibenerin tetep aja ga bisa votmen, apalagi proses login nya yang sekarang susa bangett. aku udah isi email dan password tapi tetep aja ga bisa, alasannya ya pasword salah ke atau apa, padahal itu udah bener loh. saran aku diperbaiki kembali"
Fajar Wahyu,1,11.14.1,2025-09-21 19:30:23,,,"banyak iklannya sekarang, model iklan yang closenya gak bisa dipencet, jijik banget mending uninstal"
Fanny Wianda putri (Fanny),4,11.14.1,2025-09-21 16:55:29,,,bisa ga sih adain switch account? aku cape harus log out dulu di setiap mau log in akun yang lain. dan pas log in nya juga susah giti. pengennya ada switch account biar ga perlu log out terus
Alfira rizki sabrina,1,,2025-09-21 16:49:28,,,please ini gue udah 1 bulan ga bisa login huhuhuhu mau baca pleasee kesel bgtt
Diah Pitaloka,1,11.14.1,2025-09-21 16:23:19,,,"please wattpad, apk kalian ngebug terus, kami sebagai user juga capek kalo gini"
Dianasari Sari,3,11.15.0,2025-09-21 15:21:05,,,"sudah bayar langganan tanpa iklan, tapi setiap baca iklan nya muncul terus."
Khalisah Kusuma,5,11.14.1,2025-09-21 15:02:41,,,"terimakasih telah mendengarkan komentar kami dengan baik, walaupun butuh waktu lama untuk di perbaiki dan sekarang sudah jauh lebih baik"
Kharakiss,2,,2025-09-21 14:32:51,,,kena bug mulu bisa di benerin gak?
Bilqis Almaira,5,,2025-09-21 13:53:20,,,"apk bagus, dari main rp sampai sekarang masih bagus aja mungkin ada perubahan tapi ga terlalu""berubah"" yang gimana gimana sih paling banyak yang di premium in aja yang dulunya gratis"
Celsi,4,11.15.0,2025-09-21 13:06:14,,,"udah bagus cuman ko pas aku udah belokir suatu genre masih muncul di rekomedasi dan di pencarian ya, terus aplikasi ya suka keluar keluar sendiri ,dan kalo mau pindah halaman bisa nunggu sampai 3 menit tolong di perbaiki 🙏🙏"
Galuh Niki,1,11.15.0,2025-09-21 12:45:34,,,gk bisa di buka pake wf
Ditta Noer Ilhami,1,11.14.1,2025-09-21 11:19:50,,,udah berapa minggu ga bisa masuk wattpad....eror terus 😭
Neneng Linda,1,,2025-09-21 11:06:58,,,sinyal wifi bagus data jg bagus tpi ko g bsa baca muter²mulu kta ny g ada jaringan pas ku cek sm aplikasi lain ko lancar²ajh g ada masalah jaringan lancar lh pas buka wattpad ko g bsa baca gmn sh
Syahnna_Putri98,1,11.14.1,2025-09-21 08:59:51,,,"makin kesini makin kesana. bug makin banyak, iklan apa lagi, maksa bngt buat beli premium. daftar offline yg tdinya 25, skrng cuma 2 hadehh. mau baca online juga mls, setiap ganti bab lngsung iklan. bisa bisanya disuruh nabung iklan wkwk. mana liat ke beranda malah ada tulisan ""mari temukan jalan pulang"" padahal jaringan lancar"
Zhramadhani,5,11.14.1,2025-09-21 08:55:24,,,bagus banget aku sering buat cerita disini
Elsyaa Girl Ecann,1,11.15.0,2025-09-21 08:44:38,,,"wattpad ini kenapa ya, nyimpen cerita di perpustakaan cuma bisa 2. tolong diperbaiki, aku udah hapus downlod berapa kali ttp aja!!"
Bagus Rimbawan (Makik),2,,2025-09-21 07:59:07,,,"waktu mau login ulang soalnya habis ke uninstall itu gak bisa login harus nunggu terus, bahkan sampai 1 bulan gue nunggu tetep gak bisa login, ini gimana coba."
Luthfi,4,,2025-09-21 07:08:15,,,untuk cara pake gunakan ini apk sih sederhana banget yah tapi iklannya yang agak nyebelin kalau mau beli premium pun mahal banget
Mash,1,,2025-09-21 05:38:48,,,"aku udah nulis cerita terus tiba tiba kayak di beranda nya bilang gaada koneksi internet padahal wifiku baik baik aja gaada yang salah, lalu cerita aku hilang padahal udah selesai jadi harus nulis lagi dari ulang. tolong diperbaiki lagi ya."
Warta Sugiarta,2,,2025-09-21 05:30:31,,,kebanyakan iklan
Dewi,1,,2025-09-21 04:51:28,,,saya tidak bisa login?
M.dzakwan Arraafi,5,,2025-09-21 04:36:03,,,"buat yang suka baca novel cocok banget pake apk ini , tapi buat rekomendasi sebelum baca bagusnya sih di download dulu ya biar gak banyak iklann.."
Nadya zahira malik,1,,2025-09-21 02:29:46,,,kok saya gk bisa daftar ya?? apa emg error??
Mbah Amin1951,5,11.15.0,2025-09-21 02:16:58,,,saya suka
tenti febriyanti,2,11.14.1,2025-09-21 02:14:02,,,"makin kesini appnya makin susah, bug terus. mau buka pencarian aja gak bisa. sampai cba di hp satunya juga sama aja. ada apa sama wp sekarang ini, pdhal seneng baca wp"
Nur Ramazana,5,11.15.0,2025-09-21 01:26:34,,,"bagus sekali saya sudah mempublikasikan karya saya lewat watpad, watpad adalah aplikasi terbaik ☺️☺️☺️"
Noresvic Crog,3,11.14.1,2025-09-21 00:14:04,,,wattpad ini saya udah berlangganan kenapa masih ada iklan?
Sukemi,5,,2025-09-20 23:48:49,,,very very baajuss
Donshu,5,11.14.1,2025-09-20 20:14:24,,,"lumayanlah, seru buat dibaca dan banyak pilihannya. namun jadi agak lambat saat akan memuat dan sesudah iklan."
Umm Syaukiya,2,,2025-09-20 18:53:20,,,"serius makin kesini cerita offline nya makin sedikit? cuman 2? serius?? overall bagus semua sih nggak pernah ada yang aneh² dan bikin jengkel kecuali iklannya dann tiba² cerita offline ku cuman 2 aja max nya????? gw kira nge bug tapi kok udah di refers² terus kok tetap juga, kl nge bag sih brrt udah parah bag nyaa"
Mumtaz Tasnim,3,11.14.1,2025-09-20 16:55:15,,,apk nya bagus tapi kok skrang ngak bisa masuk lagi padahal data ada! tolong di perbaiki!
Nimas Candra Kirana,3,11.15.0,2025-09-20 16:31:00,,,"sering gbs di buka, eror alasannya jaringan padahal pakai wifi"
Deni Kurniawan,1,,2025-09-20 13:46:51,,,hahh nih aplikasi sekarang semakin pelit. masa untuk daftar offline sekarang cuma bisa 2 saja. makin lama makin ngejar duit
novi asmiraa,1,,2025-09-20 12:04:24,,,"ngeleg mulu sekarang.. kalau mau ganti ke bab lain susah, selalu update, tapi tetep aja"
Hana Aisya Salma,5,,2025-09-20 11:42:16,,,bagus banget apalagi bisa di baca offline 🌟🌟🌟🌟🌟
dwi prasetiyanto,5,,2025-09-20 11:33:43,,,seruuuu soalnya bisa liat novel gus azzam sama hana (cahaya cinta) tunggu apa lagi gas donlowod wattpat sekarang juga buat liat novel kesukaan muuuu
Feby Feby,3,,2025-09-20 11:18:57,,,aplikasi wattpad nya sangat bagus cuman tolong kurangi iklan nya masa tiap scroll ke part selanjutnya selalu iklan terus sih entah itu offline maupun online
akun pondokgede,2,11.15.0,2025-09-20 11:15:25,,,"ada dengan wp akhir2 ini kalau baca pake wifi gak bisa "" koneksi gak tesambung/ gak ada internet "" wahai wp kok makin turun sih kualitasnya kan wifi sama2 bayar juga"
Khalipah Lipah,3,11.14.1,2025-09-20 11:08:43,,,"bagus sih apk nya cuma susah kalo mau login ulng, udh pake bberpa akun dan bikin baru ttp gbs masuk, capeee bgtt tiap mau login selalu aja lamaa harus ini itu, padahal udh sesuai."
Mutiara Diah,1,,2025-09-20 11:06:21,,,i cant log in
ilaayaw,3,11.14.1,2025-09-20 10:51:57,,,"udah jadi pembaca wattpad dari tahun 2021 oktober, kasih pengalaman paling menyenangkan. mulai hapus tahun 2024 akhir karna memang udh jarang baca&memori hp yg ga mendukung, sekarang kangen dan mau baca lagi. tapi kok ga bisa login ya? udh dari 2 bulan lalu sebenernya, tapi kupikir bug sementara, tapi sampe sekarang ko ga berubah? liat ulasan, ternyata banyak yg sama. juga ada yg lag padahal wifi lancar jaya, aku juga gitu sebelumnya di 2024,makanya itu juga alasan ku hapus. mohon diperbaiki ya"
Pebi Ola,3,,2025-09-20 09:39:36,,,"kenapa susah bgt buat login sih, saya dari tadi uninstall, download bolak balik aja gitu terus tpi masih susah buat login, gabisa login ini gimna"
Inzella Dwi Ramadhani,2,11.14.1,2025-09-20 09:34:15,,,"saya hanya mau bilang. jika kalian (developer) memperbaiki bug setiap hari dan kami (user wattpad) dengan murah hati meng-up date, bukankah itu kesempatan kalian untuk lebih baik? tapi mengapa akhir-akhir ini sering bug dan sering update namun hasilnya hanya 50% dari 100%? tolong, bekerja sesuai proporsi yang lebih baik. thanks."
Livy Jelita,3,11.14.1,2025-09-20 09:17:56,,,kenapa gagal memuat teruss mau login aja gak bisaaa
kalitha dewiasmari,1,,2025-09-20 09:02:16,,,"daftarnya ribet, butut, ngelag abisss🙄🙄"
Wafanda Magfirah,2,11.8.0,2025-09-20 08:35:19,,,"kenapa tiba-tiba draft ku hilang semua?? mana aku nggak punya salinannya, lagi 😭 terus, di beranda nya ada tulisan nggak terhubung dengan internet."
Novi Andini p sitompul,5,,2025-09-20 07:27:29,,,cerita ceritanya sangat bagus!!!..
faiza alya,5,,2025-09-20 06:10:14,,,"sumpahhh seruu bangett, yang aku mau selalu adaa tapi kadang ngga ada lop wattpad pokonyaaa bagus bangett..."
Lovina Zefanya Denro,5,,2025-09-20 05:46:47,,,bagus banget bisa baca genre kesukaan 😊😊😊😊👍👍👍👍
Paido Sinurat,3,11.14.1,2025-09-20 05:45:21,,,"bagus, tapi setiap scroll masa iklan trs.."
novita,5,11.14.1,2025-09-20 04:07:28,,,bagus
Rastia Putri Ananta,2,11.14.1,2025-09-20 03:50:33,,,ni apk makin kikir masa baca offline jadi dibatasin dua doang what the heck
Lusi Dwi,3,11.14.1,2025-09-20 02:54:37,,,kenapa gk bisa login padahal baru aja update cerita bab tiga mau update ke bab 4 gk bisa
As Imut,4,11.14.1,2025-09-20 00:16:41,,,"wattpad, kalo bisa tambahkan fitur buat video shorts di youtube dong biar bisa bikin format video full layar hp. kalau nggak gitu kerjasama sama tiktok atau instagram aja biar kreator nggak perlu capek-capek buat video youtube untuk video visualnya. kalo bisa nih ya, kamu buat wattpad bisa upload video sendiri tanpa harus pergi ke apk lain."
Abidin Lisman,3,10.94.1,2025-09-19 19:49:48,,,"aplikasinya bagus tapi banyak iklan judolnya, dan juga setelah update terbaru setiap buka chapter yang baru iklannya gak cuma satu atau dua"
RANDOM GAMING,2,,2025-09-19 17:38:05,,,ini kenapa wp saya hnya bisa 2 cerita offline? padahal sebelumnya 25 cerita dan ini bukan pertama kalinya kayak gini. tolong di perbaiki bug nya
hansajisung iiesa,5,11.15.0,2025-09-19 16:01:07,,,jujur suka banget ama ni aplikasiii tapi minusnya kalo lagi ngedit cerita nge bug terus sering tiba-tiba log out. kesel sih kalo lagi masa ituu
Ilham,4,11.15.0,2025-09-19 15:27:37,,,aplikasi sudah cukup baik dan kisah kisah yang ada dalam aplikasi ini juga menarik saya memberi saran untuk developer untuk menghadirkan fitur translate bahasa agar bisa membaca kisah yang memakai bahasa lain
Julinadian wahyuni,1,10.34.1,2025-09-19 15:20:48,,,"kok sekarang wattpad makin aneh aja,data seluler udah hidup gak masalah eh pas kok dibuka apk nya malah gak bisa buka cerita, atau bahkan notifikasi dari akun penulis yang kita sukai.katanya koneksi anda tidak ada tapi kok bisa cari judul cerita tapi gak bisa di buka"
Aliefya,5,11.14.1,2025-09-19 15:04:37,,,bagus aplikasinya
Starlitpen_,3,,2025-09-19 14:34:04,,,"selamat malam wahai developer sekalian. apakah kalian tidak ada niatan untuk mengembalikan ulang fitur saling sms-an dengan para pengguna wp seperti dahulu? zaman-zaman wattpad sebelum banyaknya update, fitur, dan sebagainya yang baru? lihatlah pengguna wp yang merasa rindu untuk saling sms an bareng di wp! edit (jumat, 19 sep 25): oh? jadi sekarang wattpad sudah tidak mendukung tag di bio kah?"
Riski karno Karno,5,11.14.1,2025-09-19 13:35:33,,,aplikasinya bagus banget apalagi bisa dibaca offline pokoknya bagus deh tapi batas cerita offline nya cuman 25 cerita tapi kalau mau tanpa batas yah haru bayar
Ananda Ananda,2,11.14.1,2025-09-19 13:33:27,,,"cerita offline nya cuma bisa 1-2 cerita aja padahal dlu bisa sampe 24 cerita kok sekarang ngga bisa yaa, jadi ngga enak bgt kalo mau baca wattpad"
Fidia Yaa,3,10.95.0,2025-09-19 12:22:54,,,banyak bug... bye wattpad
Chesya Anastasya Situmorang,1,11.15.0,2025-09-19 11:50:16,,,"apk jelek, ga bisa login najis"
SEKIYAA UIIAUIIIA,3,,2025-09-19 11:17:59,,,"aplikasi ny seru kok seru banget malah kalo gabut atau kalo offline bisa baca disini tapi pas mau buka profil kenapa tulisannya tuh ""akun ini tidak tersedia haha pengguna tertentu yang- bla bla bla"" gak tau bikin males jad klo mau ngecek profil gitu pasti ada aja udah berkali² ganti akun pasti gitu terus aku kira ada update tapi pas dicek gaada udah berulah ulang sampai males buka apk nya ih.. tolong ya bantu di perbaiki yaa wahai developer kuu dan dikitin iklanya yaa lop yuu"
Yuberta Miluh,5,11.14.1,2025-09-19 10:28:18,,,suka banget sama apk nya
Artiah Tia,3,,2025-09-19 10:13:17,,,bagus siieehhh tetapiiiii itu lojhhh kalau misalnya buat cerita gak bisa unduh gambar lagichhhhhhh😊💢👊
Kastol Kastol12,4,,2025-09-19 09:52:10,,,oi bagus nyaaa
Nurul Khairatul Adha,1,11.14.1,2025-09-19 09:21:47,,,"kenapa makin kesini makin banyak bug sih, ini juga ngeselin banget, sinyal bagus, tapi setiap nulis malah gak bisa disimpen, pas disimpen pun pas di cek lagi udah hilang draft yang diketik sampai seribu kata, tolong dong jangan bikin kesel, pake laptop ngetik juga sama permasalahannya, makin update bukannya makin bagus malah makin jelek kualitasnya"
Ghanis,1,,2025-09-19 08:10:05,,,"wattpad aku kenapa g bisa di buka ya ka???! pliss deh ini udah satu bulan lebih, dan ga bisa di buka. kalau mau di buka pasti aplikasi selalu berhenti??"
Riani Herlasti Andini,1,11.14.1,2025-09-19 07:02:30,,,banyak cerita yang seru tapi di disband oleh pihak wattpad
Zahara Ayu,3,,2025-09-19 06:42:00,,,seru tapi susah cari cerita yang aku mau
Safina Bilqis,5,,2025-09-19 05:54:01,,,bagus
Erna Saputri,2,,2025-09-19 05:51:46,,,makin gk jelassssss..
Husnul Mawaddah,5,11.9.0,2025-09-19 05:34:28,,,aku sangat suka aplikasi ini ...walau pun ada iklan nya tapi aplikasinya tidak mengecewakan aku udah 3 tahun wattpad selalu di hati❣️❣️❣️
Tri Melati,1,11.14.1,2025-09-19 04:49:45,,,"knp sih sering banget eror sma iklan banyak banget. kalo bkn karena bukunya bgs² ku uninstall dari dulu setelah di update, dpt pemberitahuan katanya hrs login ulang pas mau login ulang mlh muncul ""mari temukan jalan pulang, tidak di temukan internet"" melulu pdhl wifi hdp kupencet ulangi² ttp gak bisa trs gmn caraku login ulang anj?! sama masalah chapter nya yg suka balik² padahal dah sampe eps20 pas keluar mlh balik eps 1 lagi bisa sih aku ke eps20 lagi tapi kan kalo gitu trs aku juga yg repot!!"
Kuni Khasanah,3,11.14.1,2025-09-19 03:04:18,,,tolong jangan ada unsur iklan plis
Siti Isnaya,3,11.14.1,2025-09-19 01:46:41,,,saat dulu bagus apk nya ngak ada gagguan apapun. tapi sekarang knpa ya wp suka tiba tiba hrus kembali masuk. bahkan tulisan bab cerita suka tiba tiba hilang padahal sudah disimpan. tolong dong kasih keamanan lgi apalagi mengenai tulisan yg akan di update tiba² hilang gitu aja membuat penulis kecewa
CICI CINTA JESIKA,5,,2025-09-19 01:24:17,,,sukaa bingitzzz
heelang.,3,11.14.1,2025-09-18 17:59:37,,,"aplikasinya sebenernya bagus, sangat bagus. tapi sayang kenapa sering banget terjadi bug? contohnya seperti harus login log out supaya bisa masuk ke apknya, harus hapus apk dan download lagi supaya bisa masuk. saat masuk tulisannya selalu error atau tidak ada sinyal, padahal sinyal wifi saya kenceng banget. tolong dong di perbaiki, padahal tiap malem suka banget baca wp tapi karena error gini jadi terbatas buat baca, makasih."
Yeni Yunengsih,5,11.5.1,2025-09-18 15:57:44,,,"sebagai pengguna wattpad, cuman mau kasih saran. coba dong adain fitur kayak folder gitu, misalnya cerita tentang islami ya di folder islami, cerita tentang anak geng motor ya di folder beda lagi, biar enak aja. terima kasih, semoga di terima ya sarannya 🙏"
Keyla Zahara Tabina,4,11.14.1,2025-09-18 14:38:15,,,"bagus tpi kurangin iklan nya plis, mana book offline nya jadi dikit bgt cuma 2. padahal tdinya 25 🙃🙃"
Naila Naila,4,11.14.1,2025-09-18 14:02:49,,,"aplik nya oke bagus seru"" boleh lah tambahin lagi mode offline nya😁"
Cu tini tini,2,11.14.1,2025-09-18 13:38:14,,,"aplikasinya bagus, bagus banget malah. tapi kenapa akhir-akhir ini makin banyak bug, padahal sebelum update baik-baik aja. saya minta tolong banget untuk perbaikan bug nya, saya kesusahan buat up cerita saya. apalagi cerita yang udah saya draf 95% ilang, padahal udah capek nulis dan mikirin ide (mikirin ide itu gak gampang). ada juga pas mau baca book lain tapi gak bisa. jadi tolong banget buat perbaiki aplikasinya. terima kasih. edit : bug-nya makin parah. jadi aku turunin bintangnya"
Yulita Gita,1,11.14.1,2025-09-18 13:11:47,,,"kenapa syaa ngk bisa masuk yaa,sudah lama ditunggu 3-5 hari tetap error,tolong perbaiki ini macam mana,saya mau masuk kembali ke akun saya tidak bisaa🙏"
Ritaauliasaputri 02,1,11.14.1,2025-09-18 12:58:54,,,"ini gimana kok aku gak bisa login ke akun ku lewat fb, padahal biasanya lancar ini kok gak bisa"
Sriaryani Agustiar,5,11.14.1,2025-09-18 12:17:48,,,bagus
tiara aulia putri,4,11.6.1,2025-09-18 12:01:42,,,aku kasih bintang 4 dulu ya karna sering error itu bikin greget aja
subhan Subhan,1,11.14.1,2025-09-18 10:58:01,,,"cerita suka ngilang sendiri padahal udah di download, baru baca cerita bagus tiba tiba gak bisa dibuka terus ada tulisan story not found. apalah"
Enik Widiastuti,1,,2025-09-18 10:48:33,,,susah login kedalam aplikasi buat stres tolong permudah login ke dalam aplikasi.
Ran Chiharu,1,6.99.0,2025-09-18 10:43:18,,,"versi baru hanya dapat menyimpan sedikit book offline, lebih nyaman versi lama. terlalu banyak iklan. gila ya dikit2 hapus akun, author favorit ku semuanya pada tumbang😡😡😡"
Hasna Amelia,5,11.13.0,2025-09-18 09:54:37,,,bagus cuman kebanyakan iklan
Aulia Fitriani,5,11.14.1,2025-09-18 08:21:01,,,seru seruuuuuu bangetttttt gak ada obat nya titik
J50 Firsaayu,5,11.14.1,2025-09-18 07:58:24,,,"fun, romantic"
Raddyn Griselda,1,11.0.3,2025-09-18 05:09:34,,,"wattpad sekarang kenapa banyak banget bug dan erornya ya? tiap kali ada bab baru dari buku yg kubaca aku gak langsung diarahkan ke bab baru itu, malah diarahin balik ke halaman utama. gak cuma sekali, berkali-kali begitu, jadi tiap ada bab baru aku harus buka profil penulisnya itupun kadang dibalikin lagi ke halaman utama. terus untuk iklan, baru baca setengah bab, eh tiba-tiba masuk ke chrome dan ada iklan² gak jelas muncul. tolong dong di perbaiki, soal iklan, bug dll, itu ganggu banget."
ahmad seh,2,11.14.1,2025-09-18 05:07:50,,,"udha nntn iklan, ga dp koin"
Maimanah Mansyur,5,11.14.1,2025-09-18 04:28:56,,,bagus sih aplikasi nya tapi untuk saat ini aku mau daftar masuk ke akunnku kok gak bisa dan coba lagi nanti padahal akunku sandinya dah bener daftar pakai google akunnku dah bener tapi ini malah gak bisa masuk
Susi Rahmawati,1,11.13.0,2025-09-18 04:19:00,,,sumpah gue sekarang kek muak sama apk ini. ngebug luar biasa 6 kali gue bikin cerita di draf ilang padahal udah gue simpen. harus uninstall lah instal lah. muak !
Fina Anggriyani,5,,2025-09-18 02:59:43,,,"semakin di perbarui semakin jelek, sumpah udah pake waatpad 8 tahun kecewa bangettt"
Ipan Gonzales,1,11.14.1,2025-09-18 02:43:04,,,tidak bisa masuk daftar akun
Mutiara Dwi Ramadhanti,3,11.14.1,2025-09-17 22:21:12,,,"lebih suka versi lama gak ada iklan, baca offline lebih banyak, tampilan home atau beranda lebih mudah, pencarian buku lebih mudah semua serba mudah kalau sekarang agak susah dan belum terbiasa"
Sherin Zelby Prawinka,5,11.12.2,2025-09-17 13:59:40,,,ok
Syifa Bogor,3,,2025-09-17 12:09:45,,,"apk nya seru kalau buat baca cerita, cuma suka banget error dan bug, dan kadang ga bisa masuk ke akun sendiri dan harus hapus apk nya baru download lagi baru bisa masuk ke akunnya"
Aisyah Az Zahro',3,11.14.1,2025-09-17 11:06:36,,,"wattppad ini aplikasi nya bagus, dan aku bisa membaca dengan tenang, tapi kenapa sekarang tidak bisa melihat notifikasi yang aku ikuti? buat kalian, kakak developer.. tolong perbaiki ya kak aplikasi nya, aku pengen cari cerita baru tapi nggak bisa.. selalu bertuliskan ""aplikasi whatppad tidak menyambung wifi"". minta tolong di perbaiki ya.. makasih"
yayuk indra sari,1,9.86.1,2025-09-17 09:25:37,,,"tambah buruk dan semakin buruk. banyak buku dan akun yang hilang tiba2, belum selesai baca udah hilang."
Febriyanti,1,11.14.1,2025-09-17 09:03:02,,,"wp anjiiirrrrrr kesel bngt cerita yg udh ditulis dengan susah payah malah di hapus!! anjjiirrr bngt coy! sebagai penulis merasa ga dihargai anjirrr..setidaknya klo cerita yg di buat penulis itu ada ada unsur pelanggaran or something like that, lu kasih warning dulu kek via email!! jangan langsung hapus!! lu pikir nulis cerita gampang hah?! blm lagi sbg penulis gua mikirin perasaan pembaca gua yg nunggu lanjutan cerita, ehh malah ilang gitu aja ceritanya. fucek lah🤬🤬"
Keyla D. Marta,4,,2025-09-17 08:57:56,,,"overall bagus sih, cuma kadang agak erorr dan banyak bug nya, yah.. bagus sih bagus, semangat terus developer!"
Bang Benn,1,11.14.1,2025-09-17 08:48:08,,,kebanyakan karakter perempuannya skalinya laki2 malah belok. btw buat lu pecinta pria kagak jijik apa masukin lewat lubang bool
Marita Fadila,4,,2025-09-17 08:22:30,,,"ada sedikit bug seperti harus login ulang, bagian drafnya jadi double, dan terkadang drafnya hilang"
Jihan Akhila,5,11.7.0,2025-09-17 07:42:05,,,saya jadi punya karir baru karena bisa menulis juga membaca
syakira cahya ulfi,5,,2025-09-17 07:41:56,,,sukaa bgtt karna banyak ceritanya
Juliana Priecilla,2,,2025-09-17 05:55:52,,,"suka nge bug, dan banyak minus nya"
Pung Ipung,1,11.12.1,2025-09-17 02:46:37,,,"udah mah sistem kontrak di bikin ribet/susah, nggak kayak platform lain, eh iklan malah bejibun. 🙃"
アイナ,2,11.14.1,2025-09-17 02:19:19,,,"updatenya malah buat pengguna ga nyaman, setiap scroll chapter baru iklan terus. kadang tiba-tiba gangguan, ga bisa loading padahal udah pake wi-fi."
zoro chann,1,,2025-09-17 02:11:53,,,kaga mau login anjg
Aurel Mayyunis,4,,2025-09-17 00:11:16,,,"bagussss, tp adain ai buat cari cerita dong :((( susah bgt nyariinyaaaa"
Rudi Ono,5,11.14.1,2025-09-16 21:53:28,,,sangat bagus
Nurul Febry Aulia,1,11.13.0,2025-09-16 20:07:18,,,"gajelas bgt, pdhl wifi lancar tpi kok pas buka daftar perpustakaan malah offline? pas baca cerita novel lain pun ttp offline pdhl wifi lancar lancar aja, udh update pun masih eror"
Fitriagustina Tina,2,,2025-09-16 18:50:28,,,"ada apa dengan wattpad woi, heh yang buat wattpad, ada apa dengan apk mu ini?! masa aku mau masuk, ada bacaan "" mari kita temukan jalan pulang"" terus "" tidak dapat terhubung ke jaringan internet "" buapaknya, jaringan ku sangat"" lancar aman terkendali ya monyet, beberapa kali suda aden cek, tetep aja sama, koneksi bagus, plis lah nyet, dengerin suara ini, tolong!! kau nanti bangkrut karna ini piye?? adenn mau baca pun tak bisa, harus bikin akun baru, lucu begitong? di benerin lagi, dengerin suara"
Ikbal Algifari,4,,2025-09-16 17:23:27,,,"bagus, cuma suka kesel klo lagi error, ga bisa login mulu, aneh."
Be Rohik,5,,2025-09-16 13:09:54,,,ok
Glxys Melia,4,11.14.1,2025-09-16 13:09:43,,,"saya ko gak bisa komen,sama follow padahal udah 1 minggu terus terusan verifikasi email"
Hirary,3,10.93.0,2025-09-16 13:03:54,,,bagus si cuma sayang banyak iklan pinjol terus suka gak bisa di buka padahal jaringan internet bagus. tolong di benarin lagi biar pembaca gak kecewa
Suci Awati,3,11.13.0,2025-09-16 12:53:59,,,"setiap mau publikasikan karya novel sendiri slalu ajh ada hambatan nya, masalah ini lah itulah,ngk jelas banget"
AINI AULIA FARAH,1,11.14.1,2025-09-16 12:53:14,,,kenapa baca offline max 2 novel 😭😭
Zahra Azkia,3,11.14.1,2025-09-16 12:50:11,,,kurangi iklan
Aulia Nurkhoirunnisa,5,10.62.1,2025-09-16 12:41:26,,,hey i really enjoy using wattpad for reading or writing but pls fix your bugs kadang waktu aku nulis udah aku format biar tulisannya di tengah tapi malah yang lain ikut pindah ke tengah gitu trs kalau buat italic atau bold kadang juga begitu. tolong ya yang kayak gitu bikin males dan mengganggu capek mana kadang suka nggak kesimpen di riwayatnya. thanks you did a great job tp tolong yg diatas dibenerin.
Syahryin Berlyin,3,11.14.1,2025-09-16 12:37:36,,,app bagus. cuman ga tau kenapa beberapa bulan terakhir ini ada beberapa tagar yang ga bisa dibuka. apa cuman di aku yang ga bisa atau beberapa akun juga begitu?
Sri Anik,5,11.14.1,2025-09-16 11:53:13,,,bagus😎😎😎 🥶
Nyai Sutinah,4,11.7.0,2025-09-16 04:03:20,,,"dulu kalo nyari cerita dipencarian pasti banyak cerita muncul yang sesuai, tapi sekarang kenapa algoritmanya berubah ya? nyari pake kata kunci apa yang muncul apa, coba dong diperbaiki"
Azza Kisaran,5,,2025-09-16 02:29:34,,,akuu suka bangettt
Nurkhadijah,1,11.13.0,2025-09-16 01:20:10,,,"mohon maaf banget, aku udah makai apk ini dari sebelum covid, nah waktu itu masih fine fine aja, tapi pas sekarang kok sering muncul ""mari jelajahi bla bla bla"" kan membuat kurang nyaman, apalagi yah setiap aku mau pindah chapter, i mean selesai baca 1 chapter itu enggak bisa di pindah ke chapter berikutnya lagi, padahal internet ku oke, semuanya berjalan normal tapi kok gitu, maybe karena iklan kali yah, jadi gitu, tapi aku dah nunggu >5 mnt tapi msh loh. jadi nyesel update apknya"
Heri Sprn,1,11.14.1,2025-09-15 18:11:46,,,apliaksi busuk terlalu banyak iklan judi
Andi Dyy,5,11.14.1,2025-09-15 17:40:58,,,"sangat bagus, tapi tadi saya tidak bisa masuk"
alya amelia6,1,11.14.1,2025-09-15 16:26:31,,,"i hate this, why do you need to delete all the translations of a novel??!, i prefer this old app, the current one is very very bad."
Ell Pijaw,1,11.14.1,2025-09-15 16:00:27,,,kesekian kali gagal trusss login nya
Puspa Sari,1,11.14.1,2025-09-15 15:56:02,,,aplikasi macam apa ini tiba tiba banget error aku padahal udah pakek dadi lama tapi makin ke sini makin ngaco jadi males 😒
Ahmad Alfi M,1,11.14.1,2025-09-15 15:47:24,,,ngebug anjing
fera Fazira,4,,2025-09-15 14:20:59,,,klo bisa hilangin iklan ny ya
Fuyuka_mitsu,4,,2025-09-15 14:15:46,,,"bagus cuman entah kenapa abis updet yg ofline nya makin dikit dari 20an jadi 2 padahal di teman aku gak papa gak ada perubahan, juga kadang pas buka cerita updet kembali kehalaman depan monga cepet dibenerin deh"
Anna Moflihah,1,11.14.1,2025-09-15 13:16:13,,,tolong ini kenapa pas saya mau masuk malah eror?!! padahal pake wifi di rumah! ayo perbaiki lagi!!
Ast!!,1,,2025-09-15 13:15:32,,,wattpadnya sering eror pliss
