userName,score,reviewCreatedVersion,at,replyContent,repliedAt,content_clean
Rumi Shanum,3,11.13.0,2025-09-10 11:05:28,,,"apk nya bagus banget! cocok untuk buat crita dan baca baca juga, tapi kenapa ya wattpadnya ini suka ngebug? saya udah sv cerita saya, tapi pas di cek kok gk ada ya? juga iklannya terlalu banyak menurut saya. jadi iklan dan bug nya tolong di kurangkan ya🙏"
Adilla Hadiyatur Rahmah,1,11.14.1,2025-09-10 10:32:46,,,kenapa wattpad tidak bisa mengunakan wifi padahal wifi syaa lancar dan bagus dan kenapa setiap saya update aplikasi. wattpad pasti daya gak bisa login atau mencari cerita yg ingin saya baca...please benarkan kenapa selau tak bisa login padahal sudah di update beberapa kali!!!
auly,1,,2025-09-10 08:09:41,,,"kau ni niat bikin aplikasi tidak? pake versi asli gak bisa masuk, katanya terjadi kesalahan, pake versi beta juga gitu, web apalagiiii, gk bisa dibuka, terus caraku masuk ke akun wattpadnya gimana? aku kasih bintang 1 dulu dah"
HAIL NU,3,11.7.0,2025-09-10 08:00:23,,,stuck di halaman depan
Carline Devista putri,5,11.14.1,2025-09-10 07:04:19,,,bagus
yiyang,1,6.77.0,2025-09-10 06:33:35,,,ini kenapa ga bisa login yaa?
Wil Saputra,4,11.14.0,2025-09-10 06:14:53,,,"gw sih suka sama apk satu, ini tapi tolong bagi produser, kok banyak cerita yang gk bisa di baca yah 🙏🏼😿😿"
warjum,1,11.14.1,2025-09-10 05:22:00,,,gua udah coba ke akun lama gua malah gak bisa walaupun udah ada gmail google tetep gak bisa dan gua udah coba daftar tetep gak bisa ini gimana ya tolong perbaiki ngaco nih lama lama
Latifah Az zahro,1,,2025-09-10 04:30:05,,,bt banget iihhh gk bisa masuk aplikasi mau login pake google gk bisa
latifahnoviandini andini,5,,2025-09-10 03:16:30,,,bagusssssss
Tika Nur Anjani,1,11.13.0,2025-09-10 00:07:22,,,kurang suka karena susah buat daftar masuknya padahal udah dicoba berkali kali. tolong ya ini fiturnya
M R.A,1,11.14.1,2025-09-09 23:10:46,,,"wattpad kok tidak bisa login sih? saya udah coba berulang kali tapi gagal juga, padahal sinyal di hp saya ini bagus dan bisa untuk buka aplikasi lain"
Restina Purnama,2,11.14.1,2025-09-09 21:54:33,,,ini kenapa wattpat nggak bisa di buka ya
Teti,3,11.13.0,2025-09-09 21:27:08,,,kenapa sih banyak iklan mulu 😡
Dandelions,1,,2025-09-09 17:51:13,,,"data pribadi bocor karna aplikasi ini, bisa2 nya ada di dark web"
Nagara Kenanga,1,,2025-09-09 16:42:54,,,beberapa kali daftar akun tetap aja ga bisa mauk dengan berbagai alasan notif ya betekan jdi nya😭😭😭
Hendry Lisda Putra,1,11.13.0,2025-09-09 16:04:23,,,"banyak iklan ga guna, ngapain coba!!!!!!!"
Syakilla Munifah najwa,1,11.13.0,2025-09-09 15:42:48,,,ini emang lagi eror? apk nya gak mau di buka
Betari Mulya Nurani,5,11.13.0,2025-09-09 15:27:59,,,separuh kegiatan ku ada di wattpad trimakasih sudah membuat wattpad. penyelamat stres ku
maratus sholikhah,3,8.75.1,2025-09-09 15:13:06,,,"ada apa dengan wattpad? apk ini padahal bagus banget, tapi kenapa sekarang kok malah susah dipakai, tampilan menu utama tidak bisa diperbarui karena ada masalah waktu penyambungan ke wattpad, sampek di uninstall dan download lagi apk nya tapi pas mau login malah nggak bisa. kecewa banget sih sama apk wattpad yang sekarang ini, mohon lah untuk diperbaiki, selalu ada update tapi kok malah bikin apk-nya bermasalah. padahal ini apk favorit aku, udah pake wattpad dari tahun 2017"
Barokah Allah,3,11.13.0,2025-09-09 14:53:09,,,aplikasinya bagus cuma sekarang kenapa banyak iklannya
Iren Putry,5,11.8.0,2025-09-09 14:43:43,,,aplikasi nya sangat bagus good job 🥰👍🏻👍🏻
nur hasna,1,11.13.0,2025-09-09 14:12:15,,,"kenapa ya wp sekarang agak bungul bungul gitu kaya lagi baca tiba tiba keluar lah, kembali ke chapter awal lah, tolong di perbaiki ya, padahal jaringan nya kuat aja"
May nordiana,1,,2025-09-09 14:04:14,,,gk bisa login
Nur Afifah,2,11.14.0,2025-09-09 13:30:20,,,ini kenapa ya kok wattpad nya ga bisa di buka mau daftar akun juga ga bisa padahal kemaren masih bisa pas di pencet muncul terus ga bisa di pake harus nunggu tapi udah dari siang di tunggu ga bisa bisa tolong dong ini gimana
Ccndra,1,11.14.0,2025-09-09 12:43:45,,,kebanyakan iklan💩
Husna Amany Nuri,3,11.13.0,2025-09-09 12:15:20,,,"bug tu di ilangin kocak, gue cape-cape nulis tiba-tiba semuanya buyar. abis di telen bumi, ilang semuanya! pkony bug-bug kocak itu di ilangin! ga terima sumpah, gua cape."
Ape luuu Badut,1,11.14.0,2025-09-09 11:25:00,,,"makin lama makin kacau. sy sdh jelas pny akun, 1 draft isinya cerpen(sdh terbit), 2 cerita sy jg sdh terbit berupa novel. jls akun sy bkn buat sekedar baca. ini malah ke log out sendiri, gak bisa masuk. sdh dihubungkan ke google, tiba2 log out lagi. ada apa ya?? tolong perbaiki"
Triana Riski cipta sari,5,11.14.0,2025-09-09 09:54:37,,,sangat 👍 dan 👌
annisa rahmah,5,,2025-09-09 06:15:02,,,terimakasih sudah menemani masa remajaku dan teman teman ku di tahun 2012-2014 wattpad tersayang. dulu ceritanya keren keren bikin para remaja ini baper sampe ke real life. sayangnya sekarang para writer yg dulu udah pada resign. sekarang udah banyakan cerita yg halu nya melebihi kapasitas saya sebagai pembaca setia wattpad. mungkin saya bukan lagi target pembacanya. good bye wattpad👋🏻
Nanda Lestari,2,11.13.0,2025-09-09 04:15:02,,,"kebanyakan iklan, nggk kaya dulu (¬_¬"")💢"
Adzki Fazila abenia adzkiadesya,3,11.14.0,2025-09-09 03:07:37,,,"satu kata, kapan bug jaringan di fix? ini bug jaringan nya beneran seringkali muncul. padahal jaringan tidak bermasalah, dan sampai sekarang ini bug belum di fix. bahkan di versi terbaru belum juga di fix, ditambah. kita udah login ke aplikasi nya. eh aplikasinya nya malah minta lagi, hadeh...."
14. Fatma Izzati A.S,1,11.14.0,2025-09-09 02:12:06,,,"arsip cerita saya yang sedang on going dan tengah saya tulis menghilang semuanya. saya mohon segera untuk perbaiki kesalahan ini agar saya bisa lanjut menulis lagi. meski saya tidak publikasi cerita, bukan berarti cerita-cerita yang saya tulis dalam wattpad harus menghilang bukan? saya akan sangat berterimakasih bila pihak wattpad secara langsung memperbaiki bug ini, karena mungkin saja ada orang lain yang kehilangan lebih banyak cerita yang tengah ia tulis daripada saya, terimakasih."
Tsamrotul Ilmiah,1,11.13.0,2025-09-09 00:54:32,,,terlalu banyak iklan
Hana husifa,2,11.14.0,2025-09-08 21:43:11,,,"aneh wp sekarang makin ngebug, dulu klo mau masukin cerita ke offline bisa sampe 25 cerita tpi kok sekarang ga bisa cuman bisa masukin 2 cerita doang ini kenapa ya apa cuman punya aku doang yg kyk gini padahal aku udh update loh tpi tetep aja kyk gitu, tolong dong apk wp ini knp ya😔"
Raja Fitria Amanda,1,11.12.2,2025-09-08 17:46:31,,,iklannya banyak banget busett
Wardah Eka nurjanah,5,11.13.0,2025-09-08 17:41:25,,,tolong ya tambahin untuk yang offline nya masa cuma 2 tolong tambahin lagi
Lianaa,3,11.13.0,2025-09-08 17:09:34,,,"maaf bgt knp wp skrng g bisa kirim pesan pribadi ke author wp ya?dulu bisa tp skrng ga, tolong di perbaikin lagi yaa, dan suka ngelag juga pas di klink malah keluar di link lagi berapa kali baru bisa, mohon di perhatikan lagi ya"
Mbak Ayy,1,11.13.0,2025-09-08 15:30:51,,,banyak iklannya plis lah😡
RIA KUSUMAWATI,5,11.11.1,2025-09-08 15:28:41,,,"genre nya bagus"", seru banyak pengalaman yg baru aku tahu"
Jesisca Arinda Merliana,1,10.17.0,2025-09-08 14:33:27,,,"kok sekarang wattpad kayak gini sih, masa yang offline cuma 2 dulu gak kayak gini. dulu penyimpanan buku offline ya banyak sekarang harus premium, gak semua punya uang buat beli. kembali wattpad ku yang dulu"
naa Ily,1,11.13.0,2025-09-08 14:30:13,,,"iklan nya banyak buanget tiap bab iklannya bisa lebih dari 1× niatnya pengen enjoy baca eeh malah bikin emosi, kalo bisa iklannya satu buku 1× jangan satu bab 1×"
Lidya Lidya,2,,2025-09-08 13:41:49,,,kebnyakan iklan.
Friska Wulandari,1,11.13.0,2025-09-08 13:18:53,,,"wattpad tolong ya ini aku udah buka ga bisa tu kenapa ha? padahal ada jaringan wifi sih tapi ,tapi biasanya bisa juga kok ini kenapa coba ga bisa"
Tangerang,5,,2025-09-08 13:18:27,,,aplikasi sigma (*fujoshi berat ngumpul sini*)🎀😋
Kaila Asya,2,11.13.0,2025-09-08 12:45:38,,,tidak bisa membuat akun sudah saya isi semua dan sudah benar tetapi tidak bisa membuat akun
Ernawati,2,10.93.0,2025-09-08 10:52:04,,,bang iklan
the cute girl,5,11.13.0,2025-09-08 10:01:30,,,suka banget sama aplikasi ini
Yaya Septiana,4,,2025-09-08 08:34:01,,,"bagus sihh, tapi beberapa kali apknya gk bisa dibuka. di notifikasinya kadang ada cerita yang gk bisa dibuka harus masuk akunnya yang punya cerita baru bisa lanjut baca. sekarang juga banyakan iklannya kalau mau baca online"
Tetep Demen,5,,2025-09-08 07:24:40,,,bagus bingit
susi lwti,2,11.13.0,2025-09-08 05:58:20,,,"apk ny bagus tp kebanyakan iklan,udh nntn iklan pas baca baru 2 atau 3 bab trs iklan lagi udh itu iklan lagi."
Amanda Yusmaniar,2,11.13.0,2025-09-08 05:43:30,,,"ini wattpad knp ya suka keluar sendiri , gabisa join pake wifi padahal wifinya aman sinyalnya. tolong dong ini diperbaiki lagi bug kah atau gimana?"
Rani,1,11.14.0,2025-09-08 02:04:50,,,"aku pake ini semenjak covid dan itu g ad iklan setiap pindah episode+g ad tuh premium"" sekarang makin"" mna iklannya ga cukup sekali banyak bgtttt"
unrèveur,1,11.14.0,2025-09-07 21:09:40,,,error mulu jlek
Khanza ayu indriani,1,11.13.0,2025-09-07 18:43:10,,,ini kenapa yah? kok ga bisa pake wifi kalo ke wattpad pake wifi pasti jaringan tidak ada kok bisa kayak gitu sih padahal awal - awal baik baik aja kok sekarang malah kayak gini sih
Rizqiyatul Hasanah,3,11.14.0,2025-09-07 18:14:48,,,"sekarang dikit dikit iklan, ga puas jadinya yang bacaaa🙃🙃, to long diperbaiki lagi yaaaa min"
intan abeldiicleva,1,11.13.0,2025-09-07 17:13:18,,,"wattpad gak guna, semua cerita aku yg di arsipkan atau di perpus jumlah ratusan cuman sisa 17? gilak bnyk bgt cerita bagus dihapus, penulis bagus akun di ban, sombong kali karna terkenal skrg. mending aku pindah apk lain aja, wattpad asw 👎🏻 jgn download!!!"
Sholikah 1,2,11.11.1,2025-09-07 17:11:17,,,"well, bagus bagus aja, tapi masalahnya iklannya coyy. udah liat iklan 1 x eh balik lagi eps sebelumnya. akhirnya geser, eh iklan lagi, 1 x. masih sabar nunggu, lah balik lagi eps sebelumnya, geser lagi lah masih sabar, akhirnya bisa kegeser eps berikutnya, baru mulai baca, lag sebentar, lah iklan lagi. monyet"
Rhiznabila Suci,4,11.13.0,2025-09-07 16:37:24,,,"selama saya menggunakan aplikasi wattpad sangat"" memuaskan dan berjalan dengan lancar, tapi entah kenapa ketika saya logout dan ingin login kembali malah tidak bisa padahal saya tiap malam selalu baca wattpad 😭😭 huhu tolong dong developer segera perbaiki apk nya udah satu minggu coba login ngga bisa-bisa😔"
fadhilah h. putri,2,11.13.0,2025-09-07 15:59:00,,,tolong ditinjau ulang ini apkny. loading lama bgt tiap mau buka perpus. trs lemot tiap mau buka cerita. bagian kolom bawah yg komentar sm vote sering ga muncul. banyak bgt yg perlu diperbaharui apk versi terbaru. mana ga diupdate tiba2 ganti sendiri yg terbaru ini pdhl ga ad pemberitahuan
talitha salwa,1,11.13.0,2025-09-07 15:30:48,,,"ini kenapa setiap saya masuk pake wifi sering error ya?, sering saya pakai paket data untuk online di wattpad. tolong solusinya!"
Ninik Mulyani,3,11.13.0,2025-09-07 15:28:25,,,"sekarang menyebalkan ini apk,terlalu banyak iklan,iklan bisa sampai 3 atau 4x yg biasanya cm 1x,tolong perbaiki"
Ainul Yakin,4,11.13.0,2025-09-07 15:02:49,,,aplikasinya keren dan sudah banyk di sukai oleh orang orang tapi sayangnya masih ada iklan nya
Restianah Resti,4,11.13.0,2025-09-07 14:58:04,,,ko punya saya gak bisa login sih ke akun nya
viena putri salsabila,1,,2025-09-07 14:52:05,,,"aplikasi jelek, iklan nya langsung masuk ke apk lain jadi bikin ga nyaman buat baca"
Rahel Amanda,2,11.14.0,2025-09-07 13:06:36,,,"selalu ""mohon periksa internet anda"" padahal internet saya lancar."
Astadewi Salma Elysia,5,11.13.0,2025-09-07 12:26:58,,,"baguss bngtt, tpi suka tiba' keluar sendiri, trs ngga bisa dibuka"
Miftahul,1,,2025-09-07 11:54:03,,,"kok makin lama makin gak jelas aja ni apk, banyak cerita yang bagus bagus hilang semua. tinggal yang jelek jelek aja udah males pakek apk ini lagi"
Rain,1,11.13.0,2025-09-07 11:42:01,,,"tolong dong, benerin sistem nya. kenapa harus only pake kuota internet? kenapa pas pake wifi gak bisa? terus juga ya, tolong jangan dibanyakin iklannya."
Nurul ilmi,3,11.13.0,2025-09-07 11:22:17,,,"ko sekarang bacaan offline cuman bisa dua cerita ya kak, mohon di perbaiki yaa"
Zuiyinalinnasi Agustin,1,10.7.1,2025-09-07 11:06:37,,,"sekarang untuk login selalu terkendala banyak hal, tidak seperti dulu."
Muhammad Fahmi,3,,2025-09-07 11:02:38,,,sering error sumpah 🤦
Uchi Ceah,3,11.13.0,2025-09-07 10:58:55,,,"demi apapun balikin wattpad versi sebelum yang ini, kecewa berat sama update wattpad yang sekarang, cerita di perpustakaan yang udah saya stok malah hilang, udah susah susah dicari, bikin kesel tau gak, sekarang mau masuk ke wattpad makin lama, ngebugnya kebangetan, dri jaman covid sata udah pake wattpad aman aman aja, kenapa makin kesini makin jelek update nya, padahal udah bagus bagus versi kemarin kemarin sebelum update versi baru, jelek banget, mohon direspon untuk pihak developer nya."
Yourian Your,4,,2025-09-07 10:51:25,,,"bagus, tapi ada kekurangan, terlalu banyak iklan, yang awalnya cuma stu jadi 3,trus kalau mau ganti nama error, kadang udah nulis banyak tiba tiba hilang, masih ada beberapa bug, tapi semoga di perbaiki"
radhysha jingga arkana,4,,2025-09-07 10:50:06,,,"bagus, cuman pas masuk katanya gak ada jaringan padahal jaringan sudah nyala dan kuota milikku masih full, tetap ngga bisa.."
Faiza Aulia Nisa,2,11.14.0,2025-09-07 10:34:00,,,kok di aku gak bisa ke daftar ya?
Kay _ra,4,,2025-09-07 10:23:58,,,"ak kasih bintang 4 dulu yaa soalnya, perkembangannya baru setengah jalan"
meylani amalia88,1,11.14.0,2025-09-07 09:59:14,,,"error terus, perbaiki"
Eksa Cahya,3,11.13.0,2025-09-07 07:57:16,,,"sekarang kok iklan nya lama ya , jadi 2 kali iklan nya harus nya kan klo mau pindah bab kan udah 1 kali aja kan iklan tpi ini 2 kali"
y nita,4,,2025-09-07 06:36:08,,,"sedia in fitur buat hapus cerita yang udah di baca, walaupun udah di hapus dari perpustakaan tapi di tempat ""cerita mu"" sampul nya ttp gak hilang, tolong supaya bisa hilang ya, ditunggu updatenya"
Tuti Alwiyah,2,11.14.0,2025-09-07 05:51:24,,,kenapa wattpad sekarang jelek banget? masa kalau mau buka cerita yg terperbarui mesti dialihkan ke beranda terus?
Roviatul Hajjah,2,11.13.0,2025-09-07 05:14:56,,,"nyebelin sama iklan nya. ganti bab baru, belum di baca iklan udah kaya kereta,. dari kemaren gitu terus, jadi males baca"
Fizangin,2,11.13.0,2025-09-07 05:09:59,,,"keren, tpi banyak bug. masa saya mau login akun wp, tpi kgk bisa."
Syaqila Istiqomah,1,11.12.2,2025-09-07 05:09:07,,,"makin kesini kok update nya makin jelek, masa pas mau buka updatean cerita harus keluar tulisan ""wattpad"" dulu, mana loading nya lama bgt pdhl jaringan full, terus pas mau buka updatean malah keluar lagi, dan jg ga ada jarak ""-"" di antara judul cerita sama judul chap nya, jelek banget updateannya, jelek bnr bnr jelek"
Kitten By Kitten,4,,2025-09-07 03:36:16,,,wattpad itu adalah aplikasi baca tulis terbaik yang pernah aku temui cuma masalahnya tuh ada di iklannya. padahal udah ngambil 3 add skips dan baru aja ngambil tiba-tiba ada iklan jadi apa fungsinya add skip itu kalau masih ada iklan? tolong diperbaiki lagi ya dibagian iklannya makasih 🙏
Manyun,1,11.13.0,2025-09-07 03:28:49,,,"kok aku gabisa login ya? udah pake akun yang berbeda beda tetep gabisa login, udah aku coba uninstall dan download lagi tapi hasilnya tetep sama"
Caca Omen,5,11.12.1,2025-09-07 03:28:44,,,plissss ini seru bangettttt buat gw yg suka baca cuma kadang kalo gw mau lanjutin baca yg offline knp suka ga bisa gtuuu jadi ny cerita ny suka ga kebaca sampe tamat karna ga bisa di buka pliss update terusss tapi walaupun gtu gw ttp suka sama wp karna seru
Kia Kuswendra,4,11.13.0,2025-09-07 02:19:04,,,"wattpad tolong lah, jangan kebelet haji, bagus sih cerita'nya, tpi masa kita harus berbayar dlu biar bisa download novel lebih banyak, sekarang makin parah, cuma dua doang. tapi yg lainnya udh bagus"
Yeyen Januari,1,11.14.0,2025-09-07 01:57:32,,,"makin kesini bukannya makin membaik malah memburuk maaakiiiin terpuruk aja nih wattpad harus bayar premium udah list baca offline di bookmark tinggal 2 biji. mencari keuntungan kompersil, kah?! pantas aja rating nya makin turun💁‍♂️"
Caca Ranau,4,11.13.0,2025-09-07 01:43:01,,,"bagus kok apk nya, cuma banyak iklannya doang, iklannya bisa ga dikurangin?? kenapa mendadak ga bisa login ya??"
Erlita Arsyfa Salsabila,5,,2025-09-07 01:19:02,,,𝘴𝘢𝘯𝘨𝘢𝘵 𝘣𝘢𝘨𝘶𝘴
Khalisah Azyan nuzula putri,5,11.14.0,2025-09-07 00:47:39,,,"jelas dia bagus, bahkan sangat bagus tapi kadang suka error. saya nulis satu draft disitu di buatnya dua, tapi di buka ga ada. pas saya publish baru empat disitu di buatnya lima, dan satu chapter tu jadi dua ke publish tapi saya ga bisa hapus."
Apriliantii,2,11.14.0,2025-09-07 00:44:50,,,"udh pake ni apk dri th 2018 tapi makin kesini bukannya tambah bagus, malah tambah jelek."
Marda Lisnapratama,3,,2025-09-07 00:01:02,,,boleh meminta pengembalian dana gk sih? aku gk sengaja berlangganan pelisss tolongin mana 499rb lgi kaget banget sebanyak ituu😭🙏🏻
andhin ayuningtyas,1,10.31.1,2025-09-06 22:30:28,,,kemanan data lemah
Widia Putri,1,10.50.0,2025-09-06 16:13:31,,,"sinting, di upgrade ni makin lama makin menjadi dulu bacaan offline maks 25 sekarang cuman 2 anying, gila"
Bela Cantikk,5,,2025-09-06 15:49:34,,,enakkk pokonya
jian anak baik,5,11.13.0,2025-09-06 15:29:00,,,cerita cerita bagus dan bisa mendapatkan uang bagi penulis
Chintya he,2,11.13.0,2025-09-06 15:17:07,,,"ini kenapa banyak iklannya ya? kemarin kemarin biasa aja. iklan gak terlalu banyak. kenapa sekarang banyak banget? sehabis baca bab ini terus mau ke bab selanjutnya ada aja iklan. mana banyak banget. bisa kayaknya 3 iklanan. mana iklan judol. perlu update lagi, untuk kenyamanan bersama 🙏🏼"
rosydiana rasyid,5,,2025-09-06 14:56:10,,,sangat seru ketika membacanya
Meka Suci,5,11.11.1,2025-09-06 14:28:55,,,"aplikasinya sangat bagus aku suka banget...soalnya kita bisa mengunduh beberapa cerita untuk dibaca secara offline, terus bisa komentar soal cerita yang kita baca. hanya saja terlalu banyak unsur adegan dewasanya, jadi pembaca harus sangat bijak dalam memilih bacaan"
Kirana Najma,1,11.13.0,2025-09-06 14:20:07,,,tidak bisa login ke akun saya
Januar Iskandar,2,11.2.1,2025-09-06 14:17:20,,,"kukasih bintang 2 dulu deh serius udah 10 lebih saya berusaha daftar tapi gak bisa bisa terdaftar padahal udah bener semua ini gimana bantuin dong! saya terpaksa baca di google beberapa bulan tapi tiba tiba disuruh daftar saya coba daftar gak bisa mulai gmail, facebook, google serba gak bisa! serius saya mau baca di apk wattpad ini tapi kok ribet banget!? tolong secepatnya jangan sampai gak bisa terdaftar! kalau gak lama lama wattpadnya saya uninstall nanti kalau gini terus serius udah muak..!"
Himami firdausi,4,,2025-09-06 14:06:35,,,"wattpad skrng knp klau pkek wifi gak bisa ya.. milih"" wifi-nya kadang bisa kadang nggak bisa.. tolong dong kak biar dibenahi lagi..."
Devi Fitriyanti,1,11.13.0,2025-09-06 13:41:48,,,"bertahun2 bca wattpad... bru kali ini bner2 kecewa update aplikasi nya... nyesel update...masa tiap ganti halaman iklan trus... bikin g nyaman baca cerita... iklan sewajar nya dong, jangan tiap ganti halaman iklan terus... malesin bgt. mana sekarang tiap ada cerita yg update part baru, butuh berkali2 klik baru bisa buka. bner2 parah"
Fauziya Ziya,3,11.13.0,2025-09-06 13:20:01,,,aplikasi nya bagus banget tapi ada kekurangan nya masa wifi udah lancar masih gak bisa di buka terus pas mau baca harus nunggu lama sampe bisa padahal wifi lancar tolong di perbaiki ya aplikasi nya soalnya udah bagus tapi masa lemot di buka
Anggi Wulandari,2,11.13.0,2025-09-06 12:17:53,,,"yang bener aja anjirrr masa setiap gulir bab selanjutnya iklan terus mana iklannya pinjol, jangkrik lah"
Happyaja Official,1,,2025-09-06 12:01:02,,,"sekarang knp gaa bissa makek wifi bukaanya, hrs makek kuota data internett keenapaa. kann ssamma sama internet wehh"
Hapisaa,5,,2025-09-06 11:07:48,,,"apk nya bagus bgt,kita jadi bisa baca buku/novel tanpa beli di rl , pkoknya ini bagus bgtt de"
Wajiha Shafa,3,,2025-09-06 10:44:18,,,"adakah yang bisa bantu jawab di sini? aku nggak bisa login ke akunku sendiri. ada tulisannya ""saat ini anda tidak bisa login. coba lagi nanti. kode 16"" gitu."
Nurdian taufik,1,8.78.0,2025-09-06 10:19:30,,,"skrng kecewa bgt udh nyaman baca di sini ehk mlh jdi kek gini jadi online trs bntr"" iklan jadi gk nyaman bacanya jadi bosen iklan trs udh gitu online lgi"
Mimi Saga,1,11.13.0,2025-09-06 09:55:14,,,gak bisa login knpa ya
Legerdie Indra,2,11.13.0,2025-09-06 08:29:46,,,"pemilik wattpad, kalian tau gk sih ide itu susah?! bayangin aku selalu di suruh revisi gegara dari perangkat lain dan pas udh ku pulihin tetep gk bisa, udh ku simpen tulisan nya ilang! gue mohon bgt dijawab dan di perbaiki secepat cepatnya! ini tuh masapah yang penting bagiku yang jadi penulis!"
sunghoon cakep anjay,5,,2025-09-06 06:47:52,,,cinta wp🫰🫰
Wiwin Satriyani,2,11.13.0,2025-09-06 06:37:30,,,"ini wattpad kenapa ya? aku ngk bisa login apk nya, plis ceritanya belum kebaca semua udh dicoba berulang kali login tetap aja ngk bisa plislah aku baca dari dulu ngk kek gini plis wattpad perbaikilah"
Adelia Rahmawati,3,,2025-09-06 06:29:01,,,iklannya bikin gila... ga abis2.. kesel jadinya
Nur Apriyani,1,11.13.0,2025-09-06 06:06:23,,,"wattpad makin kesini makin aneh aja, udh mah sering loading ditambah sekarang lagi asyik baca tetiba iklan terlalu banyak & tdk bermutu...jadi tidak menikmati, kembalikan wattpad yg dulu"
Nabila Riskia,5,11.14.0,2025-09-06 05:23:43,,,wattpad sudah jadi rumah bagi banyak penulis. akan lebih indah kalau penulis juga bisa mendapat penghargaan nyata—misalnya royalti atau sistem donasi—supaya kami bisa terus menulis dengan sepenuh hati. hehe
Rian Mahendra,1,11.13.0,2025-09-06 04:37:50,,,aplikasi nya yaallah banyak banget iklanya yang ada kouta abis buat liat iklan dong bukan buat baca!!
Allya Faaa,1,11.13.0,2025-09-06 04:23:30,,,di update terus tapi banyak bug nya
Melanie Kurnia,5,11.13.0,2025-09-06 04:02:57,,,"hai wattpad. thanks sdh memberikan begitu byk crt gratis kepd kami pembaca. sdh dr jaman dl sebelum ad byk aplikasi novel berbayar, sdh langganan cerita2 di wattpad. blh dikata wattpad merupakan nenek moyang dr aplikasi novel, dan luar biasanya msh banyak novel grts yang bs dibaca disni, walaupun banyak yang lain yang seharusnya berbayar, tp wattpad msh banyak yg gratis. saran saja, apakah boleh ditambahkan fitur audio. banyak pembaca yang mungkin matanya rusak bs sangat terbantu🙏🙏"
Rostina,1,,2025-09-06 03:28:35,,,kenapa yah nggak bisa login ke akun wattpad padahal pake wifi
Misykah Khairani,5,11.13.0,2025-09-06 01:29:04,,,asik poll
Badik Atus,5,,2025-09-06 00:14:09,,,sukaaa bangetzzz✌️🌈
No Name,1,,2025-09-05 22:49:07,,,"ada masalah apa sih sama ini apk? di download yg terbaru udah, tapi tiap buka chapter baru ga bisa², pasti keluar mulu, susah bener buat buka chapter yg baru di publish. tolong lah perbaiki, makin kesini makin aneh aja ini apk!"
Alifia Maulidina,4,,2025-09-05 22:09:12,,,"semuanya bagus, cuman karena aku gak beli premium otomatis kalo mau pindah ke bab selanjutnya ada iklan knp di aku iklan nya judol semua kek apalahh"
Xyv,1,,2025-09-05 18:05:32,,,"masa wpnya gbsa pakai wifi padahal wifi udah bagus bgt , tetep aja gabisa"
it's me mchy,2,,2025-09-05 17:49:35,,,aneh bgt apk nya error mulu masa cerita yg udh di publish malah hilang tpi masih ada di daftar pencarian benerin lagi apk nya cape saya ngetik berulang ulang kali.
aliveppe,2,11.13.0,2025-09-05 17:35:43,,,"knp kl pake wifi gk jdi dibuka deh? tp klo pke data bisa dibuka, pdhl mau hemat data pkena wifi"
Shinta Shinta,2,11.13.0,2025-09-05 17:09:41,,,seakrang wattpad ngelag ya masa mau baca part selanjutnya dari author pas mau dibuka kembali lagi ke halaaman awal.... bukan cuma 1x tpi setiap kali mau baca part selanjutnya yang baru di post para author
Febby Wannia,1,11.9.0,2025-09-05 16:05:30,,,"parah banget, tambah di update, makin banyak iklan, mana lama2 bgt, uninstall aj"
fatni Ishak,5,,2025-09-05 15:03:56,,,bagus👍
Miftahul Jannah,1,,2025-09-05 14:59:14,,,"tolong dong diperbaiki lagi, awal download bagus-bagus aja eh makin lama makin kesini malah sering bug, bahkan draf yang saya tulis juga sering hilang serta kadang nggak bisa masuk katanya harus periksa koneksi yang dimana koneksi saya bagus bagus saja, tapi tetap nggak bisa kebuka itu gimana sih ?"
tamara ochy,3,11.13.0,2025-09-05 14:41:52,,,"kok wattpad malah makin aneh ya, cerita translate di take down akun2 pada di hapus, mana lemot banyak iklan dan ga senyaman dulu deh padahal permbaharuan terus"
Valkis Bismi Anjani,5,,2025-09-05 14:06:02,,,"kenapa ya, aplikasi ini bagus banget, aku cinta bgt sama apk ini dh asli, tapi kenapa selaluu aja minta masuk ulang, trus jadinya bug ga dapet update cerita lah kan jadinya gimna gitu"
Anisa Zahira,5,11.13.0,2025-09-05 13:51:01,,,udah 3 tahun pakai apk ini dan apk sangat bagus bagi saya
Gila Cowo itu,1,11.13.0,2025-09-05 13:33:30,,,"jujur saya kurang suka dan sudah tidak pernah buka wattpad karena fitur perpustakaan offline nya sedikit tidak kayak dulu banyak, saya sebagai pembaca dan penulis merasa kecewa. sekian terimakasih"
Lala Caca,4,11.13.0,2025-09-05 13:12:21,,,terlalu banyak iklan.
Sinta Alfa alifia,1,,2025-09-05 13:04:27,,,"tolong diperbaiki bug nya, kalo masuk sering ga bisa, buka update chap di notif ga bisa malah masuk ke beranda.! juga kalo buka di laptop sering ga bisa kebuka web nya👎"
