content_filtered,1-gram
"['honestly', 'don', 'care', 'about', 'iklan', 'bug', 'segala', 'macam', 'masalah', 'fungsi', 'ngemis', 'vote', 'kh', 'ngemis', 'vote', 'komen', 'cerita', 'pdf', 'kn', 'dpt', 'uang', 'baca', 'maksa', 'perla', 'kuk', 'baca', 'sampah', 'author', 'fanfiction', 'naruhina', 'genre', 'hurt', 'romance', 'atur', 'larang', 'tulis', 'fanfiction', 'tulis', 'karakter', 'original']","[('honestly',), ('don',), ('care',), ('about',), ('iklan',), ('bug',), ('segala',), ('macam',), ('masalah',), ('fungsi',), ('ngemis',), ('vote',), ('kh',), ('ngemis',), ('vote',), ('komen',), ('cerita',), ('pdf',), ('kn',), ('dpt',), ('uang',), ('baca',), ('maksa',), ('perla',), ('kuk',), ('baca',), ('sampah',), ('author',), ('fanfiction',), ('naruhina',), ('genre',), ('hurt',), ('romance',), ('atur',), ('larang',), ('tulis',), ('fanfiction',), ('tulis',), ('karakter',), ('original',)]"
"['ngaco', 'login', 'in', 'suka', 'bug']","[('ngaco',), ('login',), ('in',), ('suka',), ('bug',)]"
"['tinjau', 'baca', 'cerita', 'lag', 'baca', 'iklan', 'in', 'iklan']","[('tinjau',), ('baca',), ('cerita',), ('lag',), ('baca',), ('iklan',), ('in',), ('iklan',)]"
['bug'],"[('bug',)]"
"['login', 'hapus', 'uninstal']","[('login',), ('hapus',), ('uninstal',)]"
"['cerita', 'offline', 'cerita']","[('cerita',), ('offline',), ('cerita',)]"
"['ondah', 'family', 'jkt']","[('ondah',), ('family',), ('jkt',)]"
"['suka', 'baik', 'file', 'hilang', 'masuk', 'simpan', 'akun', 'daftar', 'facebook', 'google', 'apalgi', 'lngsng', 'email', 'daftar', 'uang', 'baik', 'baca', 'bisaa', 'smpe', 'nang']","[('suka',), ('baik',), ('file',), ('hilang',), ('masuk',), ('simpan',), ('akun',), ('daftar',), ('facebook',), ('google',), ('apalgi',), ('lngsng',), ('email',), ('daftar',), ('uang',), ('baik',), ('baca',), ('bisaa',), ('smpe',), ('nang',)]"
"['menya', 'lurk', 'an', 'hobi', 'baca', 'nulis', 'publish', 'cerita', 'hobi', 'tulis', 'baca', 'minus', 'iklan', 'overall', 'shout', 'out', 'to', 'all', 'the', 'wonderful', 'writters', 'and', 'readers']","[('menya',), ('lurk',), ('an',), ('hobi',), ('baca',), ('nulis',), ('publish',), ('cerita',), ('hobi',), ('tulis',), ('baca',), ('minus',), ('iklan',), ('overall',), ('shout',), ('out',), ('to',), ('all',), ('the',), ('wonderful',), ('writters',), ('and',), ('readers',)]"
['iklan'],"[('iklan',)]"
"['seru', 'susah', 'update', 'cerita']","[('seru',), ('susah',), ('update',), ('cerita',)]"
"['bug', 'update']","[('bug',), ('update',)]"
"['favorit', 'sejak', 'sono', 'masuk', 'simpan', 'hapus', 'masuk', 'gagal', 'wifi', 'rumah', 'jaya', 'arrggh', 'ngamuk']","[('favorit',), ('sejak',), ('sono',), ('masuk',), ('simpan',), ('hapus',), ('masuk',), ('gagal',), ('wifi',), ('rumah',), ('jaya',), ('arrggh',), ('ngamuk',)]"
"['masuk', 'as', 'in', 'suka', 'bug', 'baik', 'lama', 'masalah', 'an', 'update', 'bug']","[('masuk',), ('as',), ('in',), ('suka',), ('bug',), ('baik',), ('lama',), ('masalah',), ('an',), ('update',), ('bug',)]"
"['baca', 'offlinenya', 'ye', 'bal', 'baca', 'masuk', 'playstore']","[('baca',), ('offlinenya',), ('ye',), ('bal',), ('baca',), ('masuk',), ('playstore',)]"
"['hello', 'really', 'like', 'this', 'application', 'but', 'it', 'because', 'there', 'are', 'too', 'many', 'bugs', 'for', 'example', 'when', 'want', 'to', 'enter', 'the', 'application', 'the', 'writing', 'says', 'internet', 'failed', 'but', 'when', 'check', 'my', 'internet', 'it', 'not', 'problem', 'aka', 'my', 'internet', 'is', 'fine', 'but', 'there', 'is', 'always', 'the', 'writing', 'internet', 'failed', 'this', 'the', 'rest', 'is', 'good', 'and', 'if', 'the', 'application', 'no', 'longer', 'says', 'internet', 'failed', 'will', 'give', 'it', 'five', 'stars', 'aka', 'perfect']","[('hello',), ('really',), ('like',), ('this',), ('application',), ('but',), ('it',), ('because',), ('there',), ('are',), ('too',), ('many',), ('bugs',), ('for',), ('example',), ('when',), ('want',), ('to',), ('enter',), ('the',), ('application',), ('the',), ('writing',), ('says',), ('internet',), ('failed',), ('but',), ('when',), ('check',), ('my',), ('internet',), ('it',), ('not',), ('problem',), ('aka',), ('my',), ('internet',), ('is',), ('fine',), ('but',), ('there',), ('is',), ('always',), ('the',), ('writing',), ('internet',), ('failed',), ('this',), ('the',), ('rest',), ('is',), ('good',), ('and',), ('if',), ('the',), ('application',), ('no',), ('longer',), ('says',), ('internet',), ('failed',), ('will',), ('give',), ('it',), ('five',), ('stars',), ('aka',), ('perfect',)]"
"['bug', 'baca', 'baca', 'cerita', 'cerita', 'sebut', 'cerita']","[('bug',), ('baca',), ('baca',), ('cerita',), ('cerita',), ('sebut',), ('cerita',)]"
['error'],"[('error',)]"
"['offline', 'sedih']","[('offline',), ('sedih',)]"
"['bug', 'baik']","[('bug',), ('baik',)]"
"['login', 'baca', 'hilang', 'login', 'akun']","[('login',), ('baca',), ('hilang',), ('login',), ('akun',)]"
"['cukimay', 'anying', 'cok', 'luamyan', 'lama', 'unduh', 'baca', 'offline', 'pmkst', 'anw', 'update', 'otomatis', 'waktu', 'baca', 'offline', 'kouta', 'cerita', 'tok', 'are', 'serious', 'bitj', 'ur']","[('cukimay',), ('anying',), ('cok',), ('luamyan',), ('lama',), ('unduh',), ('baca',), ('offline',), ('pmkst',), ('anw',), ('update',), ('otomatis',), ('waktu',), ('baca',), ('offline',), ('kouta',), ('cerita',), ('tok',), ('are',), ('serious',), ('bitj',), ('ur',)]"
"['fitur', 'akun', 'keluar', 'masuk', 'ribet']","[('fitur',), ('akun',), ('keluar',), ('masuk',), ('ribet',)]"
"['cocok', 'org', 'suka', 'baca', 'tulis', 'buah', 'novel']","[('cocok',), ('org',), ('suka',), ('baca',), ('tulis',), ('buah',), ('novel',)]"
[],[]
"['susah', 'login', 'sinyal', 'wifi', 'error']","[('susah',), ('login',), ('sinyal',), ('wifi',), ('error',)]"
"['gabutt', 'untk', 'menggisi', 'waktu', 'luang', 'and', 'mode', 'ofline', 'butuh', 'waktu', 'kouta']","[('gabutt',), ('untk',), ('menggisi',), ('waktu',), ('luang',), ('and',), ('mode',), ('ofline',), ('butuh',), ('waktu',), ('kouta',)]"
"['ngeleg', 'cepet', 'update', 'males', 'update', 'seru', 'cerita', 'simpan', 'offline', 'ngapain']","[('ngeleg',), ('cepet',), ('update',), ('males',), ('update',), ('seru',), ('cerita',), ('simpan',), ('offline',), ('ngapain',)]"
"['suka', 'error']","[('suka',), ('error',)]"
"['but', 'draft']","[('but',), ('draft',)]"
"['knoww', 'gr', 'guee', 'asing', 'bakal', 'ekspek', 'btw', 'nii', 'guee', 'recommend']","[('knoww',), ('gr',), ('guee',), ('asing',), ('bakal',), ('ekspek',), ('btw',), ('nii',), ('guee',), ('recommend',)]"
[],[]
"['login', 'susah', 'wp']","[('login',), ('susah',), ('wp',)]"
"['baca', 'versi', 'offline', 'offline']","[('baca',), ('versi',), ('offline',), ('offline',)]"
"['lama', 'bug']","[('lama',), ('bug',)]"
"['iklan', 'cari', 'baik', 'iklan', 'rang', 'masuk', 'lama', 'lelet', 'kesel', 'cari', 'sesuatu', 'romance']","[('iklan',), ('cari',), ('baik',), ('iklan',), ('rang',), ('masuk',), ('lama',), ('lelet',), ('kesel',), ('cari',), ('sesuatu',), ('romance',)]"
"['bug', 'tulis', 'login', 'profil', 'tulis', 'bug', 'cerita', 'modifikasi', 'nulis', 'ribu', 'kata', 'draftnya', 'hilang', 'profil', 'bug', 'it', 'akun', 'baik', 'menggangu', 'utama', 'tulis']","[('bug',), ('tulis',), ('login',), ('profil',), ('tulis',), ('bug',), ('cerita',), ('modifikasi',), ('nulis',), ('ribu',), ('kata',), ('draftnya',), ('hilang',), ('profil',), ('bug',), ('it',), ('akun',), ('baik',), ('menggangu',), ('utama',), ('tulis',)]"
"['cip', 'tak', 'an', 'wadah', 'karya', 'suka', 'baca', 'tulis', 'nomor']","[('cip',), ('tak',), ('an',), ('wadah',), ('karya',), ('suka',), ('baca',), ('tulis',), ('nomor',)]"
"['akun', 'sinyal']","[('akun',), ('sinyal',)]"
"['jelek', 'bug', 'in', 'unistall', 'simpan', 'gabisa', 'login', 'kata', 'masuk', 'kirain', 'menit', 'gataunya', 'gabisa', 'sebenernya', 'bug', 'iklan', 'baik', 'minus', 'situ']","[('jelek',), ('bug',), ('in',), ('unistall',), ('simpan',), ('gabisa',), ('login',), ('kata',), ('masuk',), ('kirain',), ('menit',), ('gataunya',), ('gabisa',), ('sebenernya',), ('bug',), ('iklan',), ('baik',), ('minus',), ('situ',)]"
"['dpt', 'internet', 'data', 'wi', 'fi', 'jaring', 'elah', 'nyebelin', 'update', 'tdinya', 'ngambek']","[('dpt',), ('internet',), ('data',), ('wi',), ('fi',), ('jaring',), ('elah',), ('nyebelin',), ('update',), ('tdinya',), ('ngambek',)]"
"['akun', 'login', 'udak', 'wifi', 'masalah', 'ter', 'ikklan', 'masalah']","[('akun',), ('login',), ('udak',), ('wifi',), ('masalah',), ('ter',), ('ikklan',), ('masalah',)]"
"['ya', 'iklan', 'doangsih']","[('ya',), ('iklan',), ('doangsih',)]"
"['sebel', 'bngett', 'iklan', 'masak', 'bab', 'iklan']","[('sebel',), ('bngett',), ('iklan',), ('masak',), ('bab',), ('iklan',)]"
['suka'],"[('suka',)]"
"['performa', 'buruk', 'wifi', 'kuota', 'tulis', 'wifi', 'login', 'internet', 'wifi', 'nyala', 'baik']","[('performa',), ('buruk',), ('wifi',), ('kuota',), ('tulis',), ('wifi',), ('login',), ('internet',), ('wifi',), ('nyala',), ('baik',)]"
"['cocok', 'waktu', 'luang', 'cocok', 'suka', 'baca']","[('cocok',), ('waktu',), ('luang',), ('cocok',), ('suka',), ('baca',)]"
"['tulis', 'kecewa', 'cerita', 'baca', 'puluh', 'ribu', 'vote', 'hilang', 'it', 'kurator', 'maksimal', 'awal', 'cerita', 'publish', 'kecewa', 'benah']","[('tulis',), ('kecewa',), ('cerita',), ('baca',), ('puluh',), ('ribu',), ('vote',), ('hilang',), ('it',), ('kurator',), ('maksimal',), ('awal',), ('cerita',), ('publish',), ('kecewa',), ('benah',)]"
"['gabisa', 'akun', 'cerita', 'tulis', 'hilang', 'akun', 'capek', 'cerita', 'woy']","[('gabisa',), ('akun',), ('cerita',), ('tulis',), ('hilang',), ('akun',), ('capek',), ('cerita',), ('woy',)]"
['story'],"[('story',)]"
"['betul', 'masalah', 'kesel', 'login', 'laptop', 'hasil', 'sinyal', 'project', 'publikasi']","[('betul',), ('masalah',), ('kesel',), ('login',), ('laptop',), ('hasil',), ('sinyal',), ('project',), ('publikasi',)]"
"['bintang', 'seru']","[('bintang',), ('seru',)]"
"['hai', 'cerita', 'mampir', 'baca', 'cerita', 'judul', 'bawah', 'calix', 'dark', 'embrace', 'obsessed', 'by', 'blood', 'akun', 'dodolgaruk', 'vote', 'komen', 'follow', 'akuu', 'ya']","[('hai',), ('cerita',), ('mampir',), ('baca',), ('cerita',), ('judul',), ('bawah',), ('calix',), ('dark',), ('embrace',), ('obsessed',), ('by',), ('blood',), ('akun',), ('dodolgaruk',), ('vote',), ('komen',), ('follow',), ('akuu',), ('ya',)]"
['anj'],"[('anj',)]"
"['cerita', 'cerita', 'keren', 'keren']","[('cerita',), ('cerita',), ('keren',), ('keren',)]"
"['ribet', 'daftar', 'susah', 'akun', 'google', 'situ', 'nulis', 'tanggal', 'lahir', 'nama', 'asli', 'gampang', 'susah', 'daftar', 'any']","[('ribet',), ('daftar',), ('susah',), ('akun',), ('google',), ('situ',), ('nulis',), ('tanggal',), ('lahir',), ('nama',), ('asli',), ('gampang',), ('susah',), ('daftar',), ('any',)]"
"['login', 'diuninstal']","[('login',), ('diuninstal',)]"
['bug'],"[('bug',)]"
"['buruk', 'nulis', 'kata', 'reset', 'bug', 'perhati', 'ngasih', 're', 'komen', 'dasi', 'update', 'bug']","[('buruk',), ('nulis',), ('kata',), ('reset',), ('bug',), ('perhati',), ('ngasih',), ('re',), ('komen',), ('dasi',), ('update',), ('bug',)]"
"['cerita', 'asik']","[('cerita',), ('asik',)]"
['seringkali'],"[('seringkali',)]"
"['seru', 'baca', 'cerita', 'error', 'lg', 'gx']","[('seru',), ('baca',), ('cerita',), ('error',), ('lg',), ('gx',)]"
"['bug', 'baik']","[('bug',), ('baik',)]"
"['masalah', 'cerita', 'offline', 'awal', 'hilang', 'maksimal', 'akun', 'baik']","[('masalah',), ('cerita',), ('offline',), ('awal',), ('hilang',), ('maksimal',), ('akun',), ('baik',)]"
"['cmn', 'adaa', 'bugg', 'baik', 'ya', 'timakasi']","[('cmn',), ('adaa',), ('bugg',), ('baik',), ('ya',), ('timakasi',)]"
"['iklan', 'bjirr']","[('iklan',), ('bjirr',)]"
"['sangatt', 'menarikk']","[('sangatt',), ('menarikk',)]"
"['pasang', 'diinstal']","[('pasang',), ('diinstal',)]"
"['suka', 'baca', 'paket', 'data', 'senang', 'author', 'cerita', 'baruu']","[('suka',), ('baca',), ('paket',), ('data',), ('senang',), ('author',), ('cerita',), ('baruu',)]"
"['wi', 'fi', 'data', 'baik', 'mula', 'asik', 'data', 'wifi', 'sinyal']","[('wi',), ('fi',), ('data',), ('baik',), ('mula',), ('asik',), ('data',), ('wifi',), ('sinyal',)]"
"['ngetik', 'friend', 'or', 'love', 'cerita', 'horor', 'tag', 'judul', 'cerita', 'tag', 'cerita', 'horor', 'baik']","[('ngetik',), ('friend',), ('or',), ('love',), ('cerita',), ('horor',), ('tag',), ('judul',), ('cerita',), ('tag',), ('cerita',), ('horor',), ('baik',)]"
"['lost', 'most', 'books', 'painfully', 'collect', 'to', 'read', 'later', 'are', 'there', 'any', 'new', 'rules', 'from', 'don', 'know', 'that', 'erased', 'books', 'with', 'some', 'criteria', 'am', 'sad', 'am', 'disappointed', 'want', 'to', 'cry', 'am', 'crying', 'should', 'move', 'on', 'from', 'am', 'so', 'sad', 'now', 'even', 'the', 'author', 'gone', 'am', 'speechless']","[('lost',), ('most',), ('books',), ('painfully',), ('collect',), ('to',), ('read',), ('later',), ('are',), ('there',), ('any',), ('new',), ('rules',), ('from',), ('don',), ('know',), ('that',), ('erased',), ('books',), ('with',), ('some',), ('criteria',), ('am',), ('sad',), ('am',), ('disappointed',), ('want',), ('to',), ('cry',), ('am',), ('crying',), ('should',), ('move',), ('on',), ('from',), ('am',), ('so',), ('sad',), ('now',), ('even',), ('the',), ('author',), ('gone',), ('am',), ('speechless',)]"
"['susah', 'login', 'notifikasi', 'henti']","[('susah',), ('login',), ('notifikasi',), ('henti',)]"
"['lama', 'simpan']","[('lama',), ('simpan',)]"
"['error', 'web']","[('error',), ('web',)]"
['cerita'],"[('cerita',)]"
"['wth', 'happened', 'to', 'recently', 'error', 'search', 'offline', 'kecuali', 'data', 'langgan', 'wifi', 'sec', 'at']","[('wth',), ('happened',), ('to',), ('recently',), ('error',), ('search',), ('offline',), ('kecuali',), ('data',), ('langgan',), ('wifi',), ('sec',), ('at',)]"
"['tahan', 'pasang', 'iklan', 'iklan', 'baca', 'risih']","[('tahan',), ('pasang',), ('iklan',), ('iklan',), ('baca',), ('risih',)]"
"['data', 'bocor', 'dark', 'web', 'pler']","[('data',), ('bocor',), ('dark',), ('web',), ('pler',)]"
"['bab', 'iklan', 'bgt']","[('bab',), ('iklan',), ('bgt',)]"
"['iklan', 'seru', 'baca']","[('iklan',), ('seru',), ('baca',)]"
['simpan'],"[('simpan',)]"
[],[]
"['yahh', 'buku', 'hilang', 'tinggal']","[('yahh',), ('buku',), ('hilang',), ('tinggal',)]"
"['kakak', 'megang', 'enih', 'segala', 'macam', 'kembang', 'baca', 'offline', 'ka', 'kuota', 'suka', 'alur', 'story', 'bent', 'uk', 'aneh', 'lama']","[('kakak',), ('megang',), ('enih',), ('segala',), ('macam',), ('kembang',), ('baca',), ('offline',), ('ka',), ('kuota',), ('suka',), ('alur',), ('story',), ('bent',), ('uk',), ('aneh',), ('lama',)]"
['logout'],"[('logout',)]"
"['masuk', 'akun', 'milik', 'akun', 'error', 'akun', 'kocak']","[('masuk',), ('akun',), ('milik',), ('akun',), ('error',), ('akun',), ('kocak',)]"
"['judul', 'suka', 'judul']","[('judul',), ('suka',), ('judul',)]"
['error'],"[('error',)]"
"['daftar', 'akun']","[('daftar',), ('akun',)]"
"['nyaman', 'tibatiba', 'masuk', 'shope', 'update', 'cerita', 'awal', 'as', 'in']","[('nyaman',), ('tibatiba',), ('masuk',), ('shope',), ('update',), ('cerita',), ('awal',), ('as',), ('in',)]"
"['woii', 'woi', 'jaring', 'pamer', 'simpan', 'lama', 'woi', 'aelah', 'bintang', 'sementara']","[('woii',), ('woi',), ('jaring',), ('pamer',), ('simpan',), ('lama',), ('woi',), ('aelah',), ('bintang',), ('sementara',)]"
"['update', 'lama', 'login', 'login', 'login', 'lama', 'login', 'lg', 'maksdunya', 'gonta', 'akun', 'login', 'kata', 'login', 'baik', 'titik', 'gedeg', 'login']","[('update',), ('lama',), ('login',), ('login',), ('login',), ('lama',), ('login',), ('lg',), ('maksdunya',), ('gonta',), ('akun',), ('login',), ('kata',), ('login',), ('baik',), ('titik',), ('gedeg',), ('login',)]"
"['update', 'notif', 'tulis', 'masuk', 'hapus', 'kepake', 'baca', 'yth', 'fungsi', 'perangkat']","[('update',), ('notif',), ('tulis',), ('masuk',), ('hapus',), ('kepake',), ('baca',), ('yth',), ('fungsi',), ('perangkat',)]"
[],[]
"['web', 'bug']","[('web',), ('bug',)]"
"['as', 'in', 'cerita', 'cari', 'iklan', 'waktu', 'bab', 'meny', 'usa', 'hk', 'an', 'nonton', 'iklan', 'engga', 'geser', 'bab', 'nonton', 'hilang', 'fitur', 'risih']","[('as',), ('in',), ('cerita',), ('cari',), ('iklan',), ('waktu',), ('bab',), ('meny',), ('usa',), ('hk',), ('an',), ('nonton',), ('iklan',), ('engga',), ('geser',), ('bab',), ('nonton',), ('hilang',), ('fitur',), ('risih',)]"
"['cerita', 'ajar', 'keras', 'dunia']","[('cerita',), ('ajar',), ('keras',), ('dunia',)]"
"['seru', 'abiess']","[('seru',), ('abiess',)]"
"['update', 'gabisa', 'login', 'bug']","[('update',), ('gabisa',), ('login',), ('bug',)]"
['home'],"[('home',)]"
"['daftar', 'tida', 'tulis', 'masuk', 'sila']","[('daftar',), ('tida',), ('tulis',), ('masuk',), ('sila',)]"
"['burik', 'sgt', 'sgt', 'burik', 'login', 'mlh', 'gbsa', 'emg', 'burik']","[('burik',), ('sgt',), ('sgt',), ('burik',), ('login',), ('mlh',), ('gbsa',), ('emg',), ('burik',)]"
"['lama', 'as', 'in', 'males', 'baca']","[('lama',), ('as',), ('in',), ('males',), ('baca',)]"
['iklan'],"[('iklan',)]"
['cerita'],"[('cerita',)]"
['bgs'],"[('bgs',)]"
"['bnget', 'sii', 'kreasi', 'tuang', 'imajinasi', 'real', 'nulis', 'capek', 'capek', 'simpen', 'hilang', 'update', 'puas']","[('bnget',), ('sii',), ('kreasi',), ('tuang',), ('imajinasi',), ('real',), ('nulis',), ('capek',), ('capek',), ('simpen',), ('hilang',), ('update',), ('puas',)]"
"['tbtb', 'error', 'gajelas', 'baca', 'hilang', 'baik', 'cepat', 'sistem', 'wattpadd']","[('tbtb',), ('error',), ('gajelas',), ('baca',), ('hilang',), ('baik',), ('cepat',), ('sistem',), ('wattpadd',)]"
"['gabisa', 'masuk', 'gabisa', 'daftar']","[('gabisa',), ('masuk',), ('gabisa',), ('daftar',)]"
"['jaring', 'malas', 'baca']","[('jaring',), ('malas',), ('baca',)]"
"['ngelunjak', 'baca', 'offline', 'cerita', 'dih', 'apas', 'suka', 'baca', 'bayar', 'dih', 'baca', 'offline']","[('ngelunjak',), ('baca',), ('offline',), ('cerita',), ('dih',), ('apas',), ('suka',), ('baca',), ('bayar',), ('dih',), ('baca',), ('offline',)]"
[],[]
"['masuk', 'ribet', 'sempet', 'daftar', 'ggl', 'login', 'login', 'lamaa', 'developer', 'baik', 'kembaliin']","[('masuk',), ('ribet',), ('sempet',), ('daftar',), ('ggl',), ('login',), ('login',), ('lamaa',), ('developer',), ('baik',), ('kembaliin',)]"
"['update', 'tulis', 'liga', 'out', 'error', 'masuk']","[('update',), ('tulis',), ('liga',), ('out',), ('error',), ('masuk',)]"
"['lama', 'simpan', 'tulis', 'masuk', 'logout', 'update', 'baik', 'logout', 'akun', 'sandi', 'akun', 'masuk']","[('lama',), ('simpan',), ('tulis',), ('masuk',), ('logout',), ('update',), ('baik',), ('logout',), ('akun',), ('sandi',), ('akun',), ('masuk',)]"
['keren'],"[('keren',)]"
"['beranda', 'maru', 'bug', 'and', 'error', 'touch', 'panik', 'hpnya', 'takut', 'baik']","[('beranda',), ('maru',), ('bug',), ('and',), ('error',), ('touch',), ('panik',), ('hpnya',), ('takut',), ('baik',)]"
"['banya', 'cerita', 'baca', 'cari', 'cari', 'kesel', 'tauk', 'excited', 'baca']","[('banya',), ('cerita',), ('baca',), ('cari',), ('cari',), ('kesel',), ('tauk',), ('excited',), ('baca',)]"
"['aying', 'lag', 'amatt', 'masuk', 'nape', 'ruang', 'kgk', 'penuh', 'baik', 'lahh']","[('aying',), ('lag',), ('amatt',), ('masuk',), ('nape',), ('ruang',), ('kgk',), ('penuh',), ('baik',), ('lahh',)]"
"['wattpqd', 'baik', 'baik']","[('wattpqd',), ('baik',), ('baik',)]"
['cerita'],"[('cerita',)]"
"['hapus', 'simpan', 'error', 'masuk', 'butuh', 'baca', 'setia', 'cerita']","[('hapus',), ('simpan',), ('error',), ('masuk',), ('butuh',), ('baca',), ('setia',), ('cerita',)]"
"['website', 'cerita', 'hilang', 'halaman']","[('website',), ('cerita',), ('hilang',), ('halaman',)]"
"['akun', 'hack', 'capek', 'alur', 'cerita']","[('akun',), ('hack',), ('capek',), ('alur',), ('cerita',)]"
"['novel', 'online', 'novel', 'offline', 'rang', 'novel', 'beda', 'drastis', 'install', 'menge', 'ce', 'wak']","[('novel',), ('online',), ('novel',), ('offline',), ('rang',), ('novel',), ('beda',), ('drastis',), ('install',), ('menge',), ('ce',), ('wak',)]"
"['error', 'maintenance', 'akun', 'keluar', 'butuh', 'login', 'kata', 'mo', 'login', 'login', 'akun', 'gakbisa', 'apasih', 'woy']","[('error',), ('maintenance',), ('akun',), ('keluar',), ('butuh',), ('login',), ('kata',), ('mo',), ('login',), ('login',), ('akun',), ('gakbisa',), ('apasih',), ('woy',)]"
"['fitur', 'asal', 'fitur', 'premium']","[('fitur',), ('asal',), ('fitur',), ('premium',)]"
"['login', 'bintang']","[('login',), ('bintang',)]"
"['dongo', 'login']","[('dongo',), ('login',)]"
"['kaya', 'masalah', 'internet', 'cari', 'masalah', 'revisi', 'kesel', 'baik', 'demi', 'nyaman']","[('kaya',), ('masalah',), ('internet',), ('cari',), ('masalah',), ('revisi',), ('kesel',), ('baik',), ('demi',), ('nyaman',)]"
"['suka', 'cerita', 'lupa', 'waktu', 'baca']","[('suka',), ('cerita',), ('lupa',), ('waktu',), ('baca',)]"
[],[]
['ekspektasi'],"[('ekspektasi',)]"
"['buku', 'offline']","[('buku',), ('offline',)]"
"['baca', 'gratis', 'seru', 'genre', 'lahir', 'karya', 'karya', 'berk', 'ual', 'it', 'as', 'tulis', 'kenal', 'good', 'job']","[('baca',), ('gratis',), ('seru',), ('genre',), ('lahir',), ('karya',), ('karya',), ('berk',), ('ual',), ('it',), ('as',), ('tulis',), ('kenal',), ('good',), ('job',)]"
"['suka', 'edan', 'eling', 'sinyal', 'wifi', 'manteng', 'gabisa']","[('suka',), ('edan',), ('eling',), ('sinyal',), ('wifi',), ('manteng',), ('gabisa',)]"
['error'],"[('error',)]"
"['bug', 'baik', 'developer']","[('bug',), ('baik',), ('developer',)]"
"['nggk', 'aneh', 'awal', 'simpan', 'enak', 'nggk', 'iklan', 'baca', 'cerita', 'offline', 'puas', 'pustaka', 'batas', 'batasin', 'buku', 'baca', 'offline']","[('nggk',), ('aneh',), ('awal',), ('simpan',), ('enak',), ('nggk',), ('iklan',), ('baca',), ('cerita',), ('offline',), ('puas',), ('pustaka',), ('batas',), ('batasin',), ('buku',), ('baca',), ('offline',)]"
"['kntl', 'novel', 'novel', 'hilang', 'ngerhagain', 'tulis', 'translator', 'peng', 'gun', 'any', 'bug', 'login', 'susah', 'optimal']","[('kntl',), ('novel',), ('novel',), ('hilang',), ('ngerhagain',), ('tulis',), ('translator',), ('peng',), ('gun',), ('any',), ('bug',), ('login',), ('susah',), ('optimal',)]"
"['suka', 'lag', 'cerita', 'chapter', 'hilank', 'cerita', 'simpen', 'gabisa', 'hilang', 'kesel', 'lama', 'tangan', 'baik']","[('suka',), ('lag',), ('cerita',), ('chapter',), ('hilank',), ('cerita',), ('simpen',), ('gabisa',), ('hilang',), ('kesel',), ('lama',), ('tangan',), ('baik',)]"
[],[]
"['baca', 'offline']","[('baca',), ('offline',)]"
"['gabisa', 'login', 'baca']","[('gabisa',), ('login',), ('baca',)]"
"['masuk', 'lama', 'iklan', 'bug', 'jaring', 'jafi', 'logout', 'login']","[('masuk',), ('lama',), ('iklan',), ('bug',), ('jaring',), ('jafi',), ('logout',), ('login',)]"
"['daftarr', 'minn']","[('daftarr',), ('minn',)]"
"['baca', 'wajib', 'vote', 'komentar', 'kasihan', 'author', 'siders']","[('baca',), ('wajib',), ('vote',), ('komentar',), ('kasihan',), ('author',), ('siders',)]"
"['bug', 'baca', 'offline', 'online', 'tak', 'cerita', 'pustaka', 'hilang']","[('bug',), ('baca',), ('offline',), ('online',), ('tak',), ('cerita',), ('pustaka',), ('hilang',)]"
"['sponsor', 'iklan', 'sponsor', 'iklan', 'update', 'username']","[('sponsor',), ('iklan',), ('sponsor',), ('iklan',), ('update',), ('username',)]"
"['woi', 'data', 'bocor', 'dark', 'web']","[('woi',), ('data',), ('bocor',), ('dark',), ('web',)]"
"['awal', 'baik', 'baik', 'lama', 'lama', 'bug', 'awal', 'votmen', 'akun', 'votmen', 'proses', 'login', 'susa', 'email', 'password', 'pasword', 'baik']","[('awal',), ('baik',), ('baik',), ('lama',), ('lama',), ('bug',), ('awal',), ('votmen',), ('akun',), ('votmen',), ('proses',), ('login',), ('susa',), ('email',), ('password',), ('pasword',), ('baik',)]"
"['iklan', 'model', 'iklan', 'closenya', 'jijik', 'uninstal']","[('iklan',), ('model',), ('iklan',), ('closenya',), ('jijik',), ('uninstal',)]"
"['adain', 'switch', 'account', 'cape', 'login', 'out', 'login', 'in', 'akun', 'login', 'in', 'susah', 'giti', 'switch', 'account', 'login', 'out']","[('adain',), ('switch',), ('account',), ('cape',), ('login',), ('out',), ('login',), ('in',), ('akun',), ('login',), ('in',), ('susah',), ('giti',), ('switch',), ('account',), ('login',), ('out',)]"
"['login', 'huhuhuhu', 'baca', 'pleasee', 'kesel']","[('login',), ('huhuhuhu',), ('baca',), ('pleasee',), ('kesel',)]"
"['bug', 'user', 'capek']","[('bug',), ('user',), ('capek',)]"
"['bayar', 'langgan', 'iklan', 'baca', 'iklan']","[('bayar',), ('langgan',), ('iklan',), ('baca',), ('iklan',)]"
"['dengar', 'komentar', 'baik', 'butuh', 'waktu', 'lama', 'baik', 'jauh', 'baik']","[('dengar',), ('komentar',), ('baik',), ('butuh',), ('waktu',), ('lama',), ('baik',), ('jauh',), ('baik',)]"
['bug'],"[('bug',)]"
"['main', 'rp', 'premium', 'in', 'dulunya', 'gratis']","[('main',), ('rp',), ('premium',), ('in',), ('dulunya',), ('gratis',)]"
