content_filtered,2-gram
"['susah', 'login', 'notifikasi', 'henti']","[('susah', 'login'), ('login', 'notifikasi'), ('notifikasi', 'henti')]"
"['lama', 'simpan']","[('lama', 'simpan')]"
"['error', 'web']","[('error', 'web')]"
['cerita'],[]
"['wth', 'happened', 'to', 'recently', 'error', 'search', 'offline', 'kecuali', 'data', 'langgan', 'wifi', 'sec', 'at']","[('wth', 'happened'), ('happened', 'to'), ('to', 'recently'), ('recently', 'error'), ('error', 'search'), ('search', 'offline'), ('offline', 'kecuali'), ('kecuali', 'data'), ('data', 'langgan'), ('langgan', 'wifi'), ('wifi', 'sec'), ('sec', 'at')]"
"['tahan', 'pasang', 'iklan', 'iklan', 'baca', 'risih']","[('tahan', 'pasang'), ('pasang', 'iklan'), ('iklan', 'iklan'), ('iklan', 'baca'), ('baca', 'risih')]"
"['data', 'bocor', 'dark', 'web', 'pler']","[('data', 'bocor'), ('bocor', 'dark'), ('dark', 'web'), ('web', 'pler')]"
"['bab', 'iklan', 'bgt']","[('bab', 'iklan'), ('iklan', 'bgt')]"
"['iklan', 'seru', 'baca']","[('iklan', 'seru'), ('seru', 'baca')]"
['simpan'],[]
[],[]
"['yahh', 'buku', 'hilang', 'tinggal']","[('yahh', 'buku'), ('buku', 'hilang'), ('hilang', 'tinggal')]"
"['kakak', 'megang', 'enih', 'segala', 'macam', 'kembang', 'baca', 'offline', 'ka', 'kuota', 'suka', 'alur', 'story', 'bent', 'uk', 'aneh', 'lama']","[('kakak', 'megang'), ('megang', 'enih'), ('enih', 'segala'), ('segala', 'macam'), ('macam', 'kembang'), ('kembang', 'baca'), ('baca', 'offline'), ('offline', 'ka'), ('ka', 'kuota'), ('kuota', 'suka'), ('suka', 'alur'), ('alur', 'story'), ('story', 'bent'), ('bent', 'uk'), ('uk', 'aneh'), ('aneh', 'lama')]"
['logout'],[]
"['masuk', 'akun', 'milik', 'akun', 'error', 'akun', 'kocak']","[('masuk', 'akun'), ('akun', 'milik'), ('milik', 'akun'), ('akun', 'error'), ('error', 'akun'), ('akun', 'kocak')]"
"['judul', 'suka', 'judul']","[('judul', 'suka'), ('suka', 'judul')]"
['error'],[]
"['daftar', 'akun']","[('daftar', 'akun')]"
"['nyaman', 'tibatiba', 'masuk', 'shope', 'update', 'cerita', 'awal', 'as', 'in']","[('nyaman', 'tibatiba'), ('tibatiba', 'masuk'), ('masuk', 'shope'), ('shope', 'update'), ('update', 'cerita'), ('cerita', 'awal'), ('awal', 'as'), ('as', 'in')]"
"['woii', 'woi', 'jaring', 'pamer', 'simpan', 'lama', 'woi', 'aelah', 'bintang', 'sementara']","[('woii', 'woi'), ('woi', 'jaring'), ('jaring', 'pamer'), ('pamer', 'simpan'), ('simpan', 'lama'), ('lama', 'woi'), ('woi', 'aelah'), ('aelah', 'bintang'), ('bintang', 'sementara')]"
"['update', 'lama', 'login', 'login', 'login', 'lama', 'login', 'lg', 'maksdunya', 'gonta', 'akun', 'login', 'kata', 'login', 'baik', 'titik', 'gedeg', 'login']","[('update', 'lama'), ('lama', 'login'), ('login', 'login'), ('login', 'login'), ('login', 'lama'), ('lama', 'login'), ('login', 'lg'), ('lg', 'maksdunya'), ('maksdunya', 'gonta'), ('gonta', 'akun'), ('akun', 'login'), ('login', 'kata'), ('kata', 'login'), ('login', 'baik'), ('baik', 'titik'), ('titik', 'gedeg'), ('gedeg', 'login')]"
"['update', 'notif', 'tulis', 'masuk', 'hapus', 'kepake', 'baca', 'yth', 'fungsi', 'perangkat']","[('update', 'notif'), ('notif', 'tulis'), ('tulis', 'masuk'), ('masuk', 'hapus'), ('hapus', 'kepake'), ('kepake', 'baca'), ('baca', 'yth'), ('yth', 'fungsi'), ('fungsi', 'perangkat')]"
[],[]
"['web', 'bug']","[('web', 'bug')]"
"['as', 'in', 'cerita', 'cari', 'iklan', 'waktu', 'bab', 'meny', 'usa', 'hk', 'an', 'nonton', 'iklan', 'engga', 'geser', 'bab', 'nonton', 'hilang', 'fitur', 'risih']","[('as', 'in'), ('in', 'cerita'), ('cerita', 'cari'), ('cari', 'iklan'), ('iklan', 'waktu'), ('waktu', 'bab'), ('bab', 'meny'), ('meny', 'usa'), ('usa', 'hk'), ('hk', 'an'), ('an', 'nonton'), ('nonton', 'iklan'), ('iklan', 'engga'), ('engga', 'geser'), ('geser', 'bab'), ('bab', 'nonton'), ('nonton', 'hilang'), ('hilang', 'fitur'), ('fitur', 'risih')]"
"['cerita', 'ajar', 'keras', 'dunia']","[('cerita', 'ajar'), ('ajar', 'keras'), ('keras', 'dunia')]"
"['seru', 'abiess']","[('seru', 'abiess')]"
"['update', 'gabisa', 'login', 'bug']","[('update', 'gabisa'), ('gabisa', 'login'), ('login', 'bug')]"
['home'],[]
"['daftar', 'tida', 'tulis', 'masuk', 'sila']","[('daftar', 'tida'), ('tida', 'tulis'), ('tulis', 'masuk'), ('masuk', 'sila')]"
"['burik', 'sgt', 'sgt', 'burik', 'login', 'mlh', 'gbsa', 'emg', 'burik']","[('burik', 'sgt'), ('sgt', 'sgt'), ('sgt', 'burik'), ('burik', 'login'), ('login', 'mlh'), ('mlh', 'gbsa'), ('gbsa', 'emg'), ('emg', 'burik')]"
"['lama', 'as', 'in', 'males', 'baca']","[('lama', 'as'), ('as', 'in'), ('in', 'males'), ('males', 'baca')]"
['iklan'],[]
['cerita'],[]
['bgs'],[]
"['bnget', 'sii', 'kreasi', 'tuang', 'imajinasi', 'real', 'nulis', 'capek', 'capek', 'simpen', 'hilang', 'update', 'puas']","[('bnget', 'sii'), ('sii', 'kreasi'), ('kreasi', 'tuang'), ('tuang', 'imajinasi'), ('imajinasi', 'real'), ('real', 'nulis'), ('nulis', 'capek'), ('capek', 'capek'), ('capek', 'simpen'), ('simpen', 'hilang'), ('hilang', 'update'), ('update', 'puas')]"
"['tbtb', 'error', 'gajelas', 'baca', 'hilang', 'baik', 'cepat', 'sistem', 'wattpadd']","[('tbtb', 'error'), ('error', 'gajelas'), ('gajelas', 'baca'), ('baca', 'hilang'), ('hilang', 'baik'), ('baik', 'cepat'), ('cepat', 'sistem'), ('sistem', 'wattpadd')]"
"['gabisa', 'masuk', 'gabisa', 'daftar']","[('gabisa', 'masuk'), ('masuk', 'gabisa'), ('gabisa', 'daftar')]"
"['jaring', 'malas', 'baca']","[('jaring', 'malas'), ('malas', 'baca')]"
"['ngelunjak', 'baca', 'offline', 'cerita', 'dih', 'apas', 'suka', 'baca', 'bayar', 'dih', 'baca', 'offline']","[('ngelunjak', 'baca'), ('baca', 'offline'), ('offline', 'cerita'), ('cerita', 'dih'), ('dih', 'apas'), ('apas', 'suka'), ('suka', 'baca'), ('baca', 'bayar'), ('bayar', 'dih'), ('dih', 'baca'), ('baca', 'offline')]"
[],[]
"['masuk', 'ribet', 'sempet', 'daftar', 'ggl', 'login', 'login', 'lamaa', 'developer', 'baik', 'kembaliin']","[('masuk', 'ribet'), ('ribet', 'sempet'), ('sempet', 'daftar'), ('daftar', 'ggl'), ('ggl', 'login'), ('login', 'login'), ('login', 'lamaa'), ('lamaa', 'developer'), ('developer', 'baik'), ('baik', 'kembaliin')]"
"['update', 'tulis', 'liga', 'out', 'error', 'masuk']","[('update', 'tulis'), ('tulis', 'liga'), ('liga', 'out'), ('out', 'error'), ('error', 'masuk')]"
"['lama', 'simpan', 'tulis', 'masuk', 'logout', 'update', 'baik', 'logout', 'akun', 'sandi', 'akun', 'masuk']","[('lama', 'simpan'), ('simpan', 'tulis'), ('tulis', 'masuk'), ('masuk', 'logout'), ('logout', 'update'), ('update', 'baik'), ('baik', 'logout'), ('logout', 'akun'), ('akun', 'sandi'), ('sandi', 'akun'), ('akun', 'masuk')]"
['keren'],[]
"['beranda', 'maru', 'bug', 'and', 'error', 'touch', 'panik', 'hpnya', 'takut', 'baik']","[('beranda', 'maru'), ('maru', 'bug'), ('bug', 'and'), ('and', 'error'), ('error', 'touch'), ('touch', 'panik'), ('panik', 'hpnya'), ('hpnya', 'takut'), ('takut', 'baik')]"
"['banya', 'cerita', 'baca', 'cari', 'cari', 'kesel', 'tauk', 'excited', 'baca']","[('banya', 'cerita'), ('cerita', 'baca'), ('baca', 'cari'), ('cari', 'cari'), ('cari', 'kesel'), ('kesel', 'tauk'), ('tauk', 'excited'), ('excited', 'baca')]"
"['aying', 'lag', 'amatt', 'masuk', 'nape', 'ruang', 'kgk', 'penuh', 'baik', 'lahh']","[('aying', 'lag'), ('lag', 'amatt'), ('amatt', 'masuk'), ('masuk', 'nape'), ('nape', 'ruang'), ('ruang', 'kgk'), ('kgk', 'penuh'), ('penuh', 'baik'), ('baik', 'lahh')]"
"['wattpqd', 'baik', 'baik']","[('wattpqd', 'baik'), ('baik', 'baik')]"
['cerita'],[]
"['hapus', 'simpan', 'error', 'masuk', 'butuh', 'baca', 'setia', 'cerita']","[('hapus', 'simpan'), ('simpan', 'error'), ('error', 'masuk'), ('masuk', 'butuh'), ('butuh', 'baca'), ('baca', 'setia'), ('setia', 'cerita')]"
"['website', 'cerita', 'hilang', 'halaman']","[('website', 'cerita'), ('cerita', 'hilang'), ('hilang', 'halaman')]"
"['akun', 'hack', 'capek', 'alur', 'cerita']","[('akun', 'hack'), ('hack', 'capek'), ('capek', 'alur'), ('alur', 'cerita')]"
"['novel', 'online', 'novel', 'offline', 'rang', 'novel', 'beda', 'drastis', 'install', 'menge', 'ce', 'wak']","[('novel', 'online'), ('online', 'novel'), ('novel', 'offline'), ('offline', 'rang'), ('rang', 'novel'), ('novel', 'beda'), ('beda', 'drastis'), ('drastis', 'install'), ('install', 'menge'), ('menge', 'ce'), ('ce', 'wak')]"
"['error', 'maintenance', 'akun', 'keluar', 'butuh', 'login', 'kata', 'mo', 'login', 'login', 'akun', 'gakbisa', 'apasih', 'woy']","[('error', 'maintenance'), ('maintenance', 'akun'), ('akun', 'keluar'), ('keluar', 'butuh'), ('butuh', 'login'), ('login', 'kata'), ('kata', 'mo'), ('mo', 'login'), ('login', 'login'), ('login', 'akun'), ('akun', 'gakbisa'), ('gakbisa', 'apasih'), ('apasih', 'woy')]"
"['fitur', 'asal', 'fitur', 'premium']","[('fitur', 'asal'), ('asal', 'fitur'), ('fitur', 'premium')]"
"['login', 'bintang']","[('login', 'bintang')]"
"['dongo', 'login']","[('dongo', 'login')]"
"['kaya', 'masalah', 'internet', 'cari', 'masalah', 'revisi', 'kesel', 'baik', 'demi', 'nyaman']","[('kaya', 'masalah'), ('masalah', 'internet'), ('internet', 'cari'), ('cari', 'masalah'), ('masalah', 'revisi'), ('revisi', 'kesel'), ('kesel', 'baik'), ('baik', 'demi'), ('demi', 'nyaman')]"
"['suka', 'cerita', 'lupa', 'waktu', 'baca']","[('suka', 'cerita'), ('cerita', 'lupa'), ('lupa', 'waktu'), ('waktu', 'baca')]"
[],[]
['ekspektasi'],[]
"['buku', 'offline']","[('buku', 'offline')]"
"['baca', 'gratis', 'seru', 'genre', 'lahir', 'karya', 'karya', 'berk', 'ual', 'it', 'as', 'tulis', 'kenal', 'good', 'job']","[('baca', 'gratis'), ('gratis', 'seru'), ('seru', 'genre'), ('genre', 'lahir'), ('lahir', 'karya'), ('karya', 'karya'), ('karya', 'berk'), ('berk', 'ual'), ('ual', 'it'), ('it', 'as'), ('as', 'tulis'), ('tulis', 'kenal'), ('kenal', 'good'), ('good', 'job')]"
"['suka', 'edan', 'eling', 'sinyal', 'wifi', 'manteng', 'gabisa']","[('suka', 'edan'), ('edan', 'eling'), ('eling', 'sinyal'), ('sinyal', 'wifi'), ('wifi', 'manteng'), ('manteng', 'gabisa')]"
['error'],[]
"['bug', 'baik', 'developer']","[('bug', 'baik'), ('baik', 'developer')]"
"['nggk', 'aneh', 'awal', 'simpan', 'enak', 'nggk', 'iklan', 'baca', 'cerita', 'offline', 'puas', 'pustaka', 'batas', 'batasin', 'buku', 'baca', 'offline']","[('nggk', 'aneh'), ('aneh', 'awal'), ('awal', 'simpan'), ('simpan', 'enak'), ('enak', 'nggk'), ('nggk', 'iklan'), ('iklan', 'baca'), ('baca', 'cerita'), ('cerita', 'offline'), ('offline', 'puas'), ('puas', 'pustaka'), ('pustaka', 'batas'), ('batas', 'batasin'), ('batasin', 'buku'), ('buku', 'baca'), ('baca', 'offline')]"
"['kntl', 'novel', 'novel', 'hilang', 'ngerhagain', 'tulis', 'translator', 'peng', 'gun', 'any', 'bug', 'login', 'susah', 'optimal']","[('kntl', 'novel'), ('novel', 'novel'), ('novel', 'hilang'), ('hilang', 'ngerhagain'), ('ngerhagain', 'tulis'), ('tulis', 'translator'), ('translator', 'peng'), ('peng', 'gun'), ('gun', 'any'), ('any', 'bug'), ('bug', 'login'), ('login', 'susah'), ('susah', 'optimal')]"
"['suka', 'lag', 'cerita', 'chapter', 'hilank', 'cerita', 'simpen', 'gabisa', 'hilang', 'kesel', 'lama', 'tangan', 'baik']","[('suka', 'lag'), ('lag', 'cerita'), ('cerita', 'chapter'), ('chapter', 'hilank'), ('hilank', 'cerita'), ('cerita', 'simpen'), ('simpen', 'gabisa'), ('gabisa', 'hilang'), ('hilang', 'kesel'), ('kesel', 'lama'), ('lama', 'tangan'), ('tangan', 'baik')]"
[],[]
"['baca', 'offline']","[('baca', 'offline')]"
"['gabisa', 'login', 'baca']","[('gabisa', 'login'), ('login', 'baca')]"
"['masuk', 'lama', 'iklan', 'bug', 'jaring', 'jafi', 'logout', 'login']","[('masuk', 'lama'), ('lama', 'iklan'), ('iklan', 'bug'), ('bug', 'jaring'), ('jaring', 'jafi'), ('jafi', 'logout'), ('logout', 'login')]"
"['daftarr', 'minn']","[('daftarr', 'minn')]"
"['baca', 'wajib', 'vote', 'komentar', 'kasihan', 'author', 'siders']","[('baca', 'wajib'), ('wajib', 'vote'), ('vote', 'komentar'), ('komentar', 'kasihan'), ('kasihan', 'author'), ('author', 'siders')]"
"['bug', 'baca', 'offline', 'online', 'tak', 'cerita', 'pustaka', 'hilang']","[('bug', 'baca'), ('baca', 'offline'), ('offline', 'online'), ('online', 'tak'), ('tak', 'cerita'), ('cerita', 'pustaka'), ('pustaka', 'hilang')]"
"['sponsor', 'iklan', 'sponsor', 'iklan', 'update', 'username']","[('sponsor', 'iklan'), ('iklan', 'sponsor'), ('sponsor', 'iklan'), ('iklan', 'update'), ('update', 'username')]"
"['woi', 'data', 'bocor', 'dark', 'web']","[('woi', 'data'), ('data', 'bocor'), ('bocor', 'dark'), ('dark', 'web')]"
"['awal', 'baik', 'baik', 'lama', 'lama', 'bug', 'awal', 'votmen', 'akun', 'votmen', 'proses', 'login', 'susa', 'email', 'password', 'pasword', 'baik']","[('awal', 'baik'), ('baik', 'baik'), ('baik', 'lama'), ('lama', 'lama'), ('lama', 'bug'), ('bug', 'awal'), ('awal', 'votmen'), ('votmen', 'akun'), ('akun', 'votmen'), ('votmen', 'proses'), ('proses', 'login'), ('login', 'susa'), ('susa', 'email'), ('email', 'password'), ('password', 'pasword'), ('pasword', 'baik')]"
"['iklan', 'model', 'iklan', 'closenya', 'jijik', 'uninstal']","[('iklan', 'model'), ('model', 'iklan'), ('iklan', 'closenya'), ('closenya', 'jijik'), ('jijik', 'uninstal')]"
"['adain', 'switch', 'account', 'cape', 'login', 'out', 'login', 'in', 'akun', 'login', 'in', 'susah', 'giti', 'switch', 'account', 'login', 'out']","[('adain', 'switch'), ('switch', 'account'), ('account', 'cape'), ('cape', 'login'), ('login', 'out'), ('out', 'login'), ('login', 'in'), ('in', 'akun'), ('akun', 'login'), ('login', 'in'), ('in', 'susah'), ('susah', 'giti'), ('giti', 'switch'), ('switch', 'account'), ('account', 'login'), ('login', 'out')]"
"['login', 'huhuhuhu', 'baca', 'pleasee', 'kesel']","[('login', 'huhuhuhu'), ('huhuhuhu', 'baca'), ('baca', 'pleasee'), ('pleasee', 'kesel')]"
"['bug', 'user', 'capek']","[('bug', 'user'), ('user', 'capek')]"
"['bayar', 'langgan', 'iklan', 'baca', 'iklan']","[('bayar', 'langgan'), ('langgan', 'iklan'), ('iklan', 'baca'), ('baca', 'iklan')]"
"['dengar', 'komentar', 'baik', 'butuh', 'waktu', 'lama', 'baik', 'jauh', 'baik']","[('dengar', 'komentar'), ('komentar', 'baik'), ('baik', 'butuh'), ('butuh', 'waktu'), ('waktu', 'lama'), ('lama', 'baik'), ('baik', 'jauh'), ('jauh', 'baik')]"
['bug'],[]
"['main', 'rp', 'premium', 'in', 'dulunya', 'gratis']","[('main', 'rp'), ('rp', 'premium'), ('premium', 'in'), ('in', 'dulunya'), ('dulunya', 'gratis')]"
"['belokir', 'suatu', 'genre', 'rekomedasi', 'cari', 'suka', 'keluar', 'keluar', 'halaman', 'menit', 'baik']","[('belokir', 'suatu'), ('suatu', 'genre'), ('genre', 'rekomedasi'), ('rekomedasi', 'cari'), ('cari', 'suka'), ('suka', 'keluar'), ('keluar', 'keluar'), ('keluar', 'halaman'), ('halaman', 'menit'), ('menit', 'baik')]"
['wf'],[]
"['masuk', 'error']","[('masuk', 'error')]"
"['sinyal', 'wifi', 'data', 'baca', 'muter', 'kta', 'jaring', 'ajh', 'masalah', 'jaring', 'lh', 'baca', 'sh']","[('sinyal', 'wifi'), ('wifi', 'data'), ('data', 'baca'), ('baca', 'muter'), ('muter', 'kta'), ('kta', 'jaring'), ('jaring', 'ajh'), ('ajh', 'masalah'), ('masalah', 'jaring'), ('jaring', 'lh'), ('lh', 'baca'), ('baca', 'sh')]"
"['kesana', 'bug', 'iklan', 'maksa', 'beli', 'premium', 'daftar', 'offline', 'tdinya', 'hadehh', 'baca', 'online', 'mls', 'bab', 'lngsung', 'iklan', 'nabung', 'iklan', 'wkwk', 'beranda', 'tulis', 'jaring']","[('kesana', 'bug'), ('bug', 'iklan'), ('iklan', 'maksa'), ('maksa', 'beli'), ('beli', 'premium'), ('premium', 'daftar'), ('daftar', 'offline'), ('offline', 'tdinya'), ('tdinya', 'hadehh'), ('hadehh', 'baca'), ('baca', 'online'), ('online', 'mls'), ('mls', 'bab'), ('bab', 'lngsung'), ('lngsung', 'iklan'), ('iklan', 'nabung'), ('nabung', 'iklan'), ('iklan', 'wkwk'), ('wkwk', 'beranda'), ('beranda', 'tulis'), ('tulis', 'jaring')]"
['cerita'],[]
"['nyimpen', 'cerita', 'pustaka', 'baik', 'hapus', 'downlod']","[('nyimpen', 'cerita'), ('cerita', 'pustaka'), ('pustaka', 'baik'), ('baik', 'hapus'), ('hapus', 'downlod')]"
"['waktu', 'login', 'uninstall', 'login', 'login']","[('waktu', 'login'), ('login', 'uninstall'), ('uninstall', 'login'), ('login', 'login')]"
"['sederhana', 'iklan', 'nyebelin', 'beli', 'premium', 'mahal']","[('sederhana', 'iklan'), ('iklan', 'nyebelin'), ('nyebelin', 'beli'), ('beli', 'premium'), ('premium', 'mahal')]"
"['nulis', 'cerita', 'beranda', 'koneksi', 'internet', 'wifiku', 'baik', 'baik', 'cerita', 'hilang', 'nulis', 'baik']","[('nulis', 'cerita'), ('cerita', 'beranda'), ('beranda', 'koneksi'), ('koneksi', 'internet'), ('internet', 'wifiku'), ('wifiku', 'baik'), ('baik', 'baik'), ('baik', 'cerita'), ('cerita', 'hilang'), ('hilang', 'nulis'), ('nulis', 'baik')]"
['iklan'],[]
['login'],[]
"['suka', 'baca', 'novel', 'cocok', 're', 'komen', 'dasi', 'baca', 'simpan', 'iklann']","[('suka', 'baca'), ('baca', 'novel'), ('novel', 'cocok'), ('cocok', 're'), ('re', 'komen'), ('komen', 'dasi'), ('dasi', 'baca'), ('baca', 'simpan'), ('simpan', 'iklann')]"
"['daftar', 'emg', 'error']","[('daftar', 'emg'), ('emg', 'error')]"
['suka'],[]
"['appnya', 'susah', 'bug', 'cari', 'cba', 'pdhal', 'baca']","[('appnya', 'susah'), ('susah', 'bug'), ('bug', 'cari'), ('cari', 'cba'), ('cba', 'pdhal'), ('pdhal', 'baca')]"
"['publik', 'as', 'ikan', 'karya', 'watpad', 'watpad', 'baik']","[('publik', 'as'), ('as', 'ikan'), ('ikan', 'karya'), ('karya', 'watpad'), ('watpad', 'watpad'), ('watpad', 'baik')]"
"['an', 'iklan']","[('an', 'iklan')]"
"['very', 'very', 'baajuss']","[('very', 'very'), ('very', 'baajuss')]"
"['seru', 'baca', 'namun', 'lambat', 'iklan']","[('seru', 'baca'), ('baca', 'namun'), ('namun', 'lambat'), ('lambat', 'iklan')]"
"['cerita', 'offline', 'overall', 'aneh', 'jengkel', 'kecuali', 'iklan', 'dann', 'cerita', 'offline', 'max', 'bug', 'refers', 'kl', 'bag', 'brrt', 'bag', 'nyaa']","[('cerita', 'offline'), ('offline', 'overall'), ('overall', 'aneh'), ('aneh', 'jengkel'), ('jengkel', 'kecuali'), ('kecuali', 'iklan'), ('iklan', 'dann'), ('dann', 'cerita'), ('cerita', 'offline'), ('offline', 'max'), ('max', 'bug'), ('bug', 'refers'), ('refers', 'kl'), ('kl', 'bag'), ('bag', 'brrt'), ('brrt', 'bag'), ('bag', 'nyaa')]"
"['skrang', 'masuk', 'data', 'baik']","[('skrang', 'masuk'), ('masuk', 'data'), ('data', 'baik')]"
"['gabisa', 'error', 'jaring', 'wifi']","[('gabisa', 'error'), ('error', 'jaring'), ('jaring', 'wifi')]"
"['hahh', 'pelit', 'daftar', 'offline', 'lama', 'ngejar', 'uang']","[('hahh', 'pelit'), ('pelit', 'daftar'), ('daftar', 'offline'), ('offline', 'lama'), ('lama', 'ngejar'), ('ngejar', 'uang')]"
"['ngeleg', 'bab', 'susah', 'update']","[('ngeleg', 'bab'), ('bab', 'susah'), ('susah', 'update')]"
"['baca', 'offline']","[('baca', 'offline')]"
"['seru', 'novel', 'gus', 'azzam', 'hana', 'cahaya', 'cinta', 'gas', 'donlowod', 'wattpat', 'novel', 'suka', 'mu']","[('seru', 'novel'), ('novel', 'gus'), ('gus', 'azzam'), ('azzam', 'hana'), ('hana', 'cahaya'), ('cahaya', 'cinta'), ('cinta', 'gas'), ('gas', 'donlowod'), ('donlowod', 'wattpat'), ('wattpat', 'novel'), ('novel', 'suka'), ('suka', 'mu')]"
"['iklan', 'scroll', 'part', 'iklan', 'gabisa', 'offline', 'maupun', 'online']","[('iklan', 'scroll'), ('scroll', 'part'), ('part', 'iklan'), ('iklan', 'gabisa'), ('gabisa', 'offline'), ('offline', 'maupun'), ('maupun', 'online')]"
"['akhir', 'baca', 'wifi', 'koneksi', 'tesambung', 'internet', 'wahai', 'kuali', 'tas', 'wifi', 'bayar']","[('akhir', 'baca'), ('baca', 'wifi'), ('wifi', 'koneksi'), ('koneksi', 'tesambung'), ('tesambung', 'internet'), ('internet', 'wahai'), ('wahai', 'kuali'), ('kuali', 'tas'), ('tas', 'wifi'), ('wifi', 'bayar')]"
"['susah', 'login', 'ulng', 'bberpa', 'akun', 'gabisa', 'masuk', 'cape', 'login', 'lamaa']","[('susah', 'login'), ('login', 'ulng'), ('ulng', 'bberpa'), ('bberpa', 'akun'), ('akun', 'gabisa'), ('gabisa', 'masuk'), ('masuk', 'cape'), ('cape', 'login'), ('login', 'lamaa')]"
"['cant', 'login', 'in']","[('cant', 'login'), ('login', 'in')]"
"['baca', 'oktober', 'alam', 'yen', 'ang', 'hapus', 'akhir', 'memang', 'baca', 'memori', 'dukung', 'kangen', 'baca', 'login', 'sebenernya', 'bug', 'sementara', 'ulas', 'lag', 'wifi', 'jaya', 'makanya', 'hapus', 'baik']","[('baca', 'oktober'), ('oktober', 'alam'), ('alam', 'yen'), ('yen', 'ang'), ('ang', 'hapus'), ('hapus', 'akhir'), ('akhir', 'memang'), ('memang', 'baca'), ('baca', 'memori'), ('memori', 'dukung'), ('dukung', 'kangen'), ('kangen', 'baca'), ('baca', 'login'), ('login', 'sebenernya'), ('sebenernya', 'bug'), ('bug', 'sementara'), ('sementara', 'ulas'), ('ulas', 'lag'), ('lag', 'wifi'), ('wifi', 'jaya'), ('jaya', 'makanya'), ('makanya', 'hapus'), ('hapus', 'baik')]"
"['susah', 'login', 'uninstall', 'simpan', 'bolak', 'susah', 'login', 'gabisa', 'login', 'gimna']","[('susah', 'login'), ('login', 'uninstall'), ('uninstall', 'simpan'), ('simpan', 'bolak'), ('bolak', 'susah'), ('susah', 'login'), ('login', 'gabisa'), ('gabisa', 'login'), ('login', 'gimna')]"
"['developer', 'baik', 'bug', 'user', 'murah', 'hati', 'meng', 'up', 'date', 'bukankah', 'sempat', 'baik', 'mengapa', 'akhir', 'akhir', 'bug', 'update', 'namun', 'hasil', 'proporsi', 'baik', 'thanks']","[('developer', 'baik'), ('baik', 'bug'), ('bug', 'user'), ('user', 'murah'), ('murah', 'hati'), ('hati', 'meng'), ('meng', 'up'), ('up', 'date'), ('date', 'bukankah'), ('bukankah', 'sempat'), ('sempat', 'baik'), ('baik', 'mengapa'), ('mengapa', 'akhir'), ('akhir', 'akhir'), ('akhir', 'bug'), ('bug', 'update'), ('update', 'namun'), ('namun', 'hasil'), ('hasil', 'proporsi'), ('proporsi', 'baik'), ('baik', 'thanks')]"
"['gagal', 'teruss', 'login']","[('gagal', 'teruss'), ('teruss', 'login')]"
"['daftar', 'ribet', 'butut', 'lag', 'abis']","[('daftar', 'ribet'), ('ribet', 'butut'), ('butut', 'lag'), ('lag', 'abis')]"
"['draft', 'hilang', 'salin', 'beranda', 'tulis', 'internet']","[('draft', 'hilang'), ('hilang', 'salin'), ('salin', 'beranda'), ('beranda', 'tulis'), ('tulis', 'internet')]"
"['cerita', 'cerita']","[('cerita', 'cerita')]"
"['seruu', 'adaa', 'lop', 'poko']","[('seruu', 'adaa'), ('adaa', 'lop'), ('lop', 'poko')]"
"['baca', 'genre', 'suka']","[('baca', 'genre'), ('genre', 'suka')]"
"['scroll', 'iklan']","[('scroll', 'iklan')]"
[],[]
"['kikir', 'baca', 'offline', 'dibatasin', 'what', 'the', 'heck']","[('kikir', 'baca'), ('baca', 'offline'), ('offline', 'dibatasin'), ('dibatasin', 'what'), ('what', 'the'), ('the', 'heck')]"
"['login', 'update', 'cerita', 'bab', 'tiga', 'update', 'bab']","[('login', 'update'), ('update', 'cerita'), ('cerita', 'bab'), ('bab', 'tiga'), ('tiga', 'update'), ('update', 'bab')]"
"['fitur', 'video', 'shorts', 'youtube', 'format', 'video', 'layar', 'kerjasama', 'tiktok', 'instagram', 'kreator', 'capek', 'capek', 'video', 'youtube', 'video', 'visual', 'upload', 'video', 'pergi']","[('fitur', 'video'), ('video', 'shorts'), ('shorts', 'youtube'), ('youtube', 'format'), ('format', 'video'), ('video', 'layar'), ('layar', 'kerjasama'), ('kerjasama', 'tiktok'), ('tiktok', 'instagram'), ('instagram', 'kreator'), ('kreator', 'capek'), ('capek', 'capek'), ('capek', 'video'), ('video', 'youtube'), ('youtube', 'video'), ('video', 'visual'), ('visual', 'upload'), ('upload', 'video'), ('video', 'pergi')]"
"['as', 'in', 'iklan', 'judolnya', 'update', 'chapter', 'iklan']","[('as', 'in'), ('in', 'iklan'), ('iklan', 'judolnya'), ('judolnya', 'update'), ('update', 'chapter'), ('chapter', 'iklan')]"
"['hnya', 'cerita', 'offline', 'cerita', 'baik', 'bug']","[('hnya', 'cerita'), ('cerita', 'offline'), ('offline', 'cerita'), ('cerita', 'baik'), ('baik', 'bug')]"
"['suka', 'ama', 'minus', 'ngedit', 'cerita', 'bug', 'login', 'out', 'kesel', 'ituu']","[('suka', 'ama'), ('ama', 'minus'), ('minus', 'ngedit'), ('ngedit', 'cerita'), ('cerita', 'bug'), ('bug', 'login'), ('login', 'out'), ('out', 'kesel'), ('kesel', 'ituu')]"
