userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt
alfiana rahman,kok sekarang cuman bisa 2 untuk baca offline nya?,2,11.14.1,2025-09-22 11:44:45,,
Kaikaii _568,"gabisa login,plis gw mau bacaaaaaaa.",5,11.14.1,2025-09-22 11:13:47,,
dita eva selviana,"ga jls aplikasi ny. masuk ny lama, kebanyakan iklan jga ditambah sering bug jaringan yg jafi ny logout trs login lgi",2,11.14.1,2025-09-22 07:26:34,,
Ota Cantik,ke mana daftarr nya minn,3,,2025-09-22 05:49:59,,
Raudatul Badiah,"saran kak supaya pihak pembaca diwajibkan untuk vote dan komentar, kasihan para author kalau banyak siders",3,11.14.1,2025-09-22 04:51:33,,
Muhamad Azis,kenapa sekarang banyak banget bug nya kemarin saya lagi baca offline terus saya pas online tak buka lagi wattpad nya ko cerita yang ada di perpustakaan hilang semua! ini gimana???,2,11.14.1,2025-09-22 03:29:26,,
Gracia Vanya,"makin kesini, makin banyak sponsor iklannya, kalau boleh saran. tolong dikurangin sponsor iklannya, dan tolong di update jika kita mau mengganti username agar bisa diubah",2,,2025-09-22 02:48:14,,
Fatmariani,WOIII INI KENAPA DATA GW BOCOR KE DARK WEB??,1,,2025-09-22 02:27:52,,
nikaapuspita,"awalnya sih baik baik aja, lama kelamaan mulai muncul bug nya. Awalnya sih ga bisa Votmen mungkin karena akun ku. Tapi pas udah dibenerin tetep aja ga bisa Votmen, apalagi proses login nya yang sekarang susa bangett. Aku udah isi email dan password tapi tetep aja ga bisa, alasannya ya pasword salah ke atau apa, padahal itu Udah bener loh. Saran aku diperbaiki kembali",3,11.14.1,2025-09-21 23:05:28,,
Fajar Wahyu,"Banyak iklannya sekarang, model iklan yang closenya gak bisa dipencet, jijik banget mending uninstal",1,11.14.1,2025-09-21 19:30:23,,
Fanny Wianda putri (Fanny),bisa ga sih adain switch account? aku cape harus log out dulu di setiap mau log in akun yang lain. dan pas log in nya juga susah giti. pengennya ada switch account biar ga perlu log out terus,4,11.14.1,2025-09-21 16:55:29,,
Alfira rizki sabrina,please ini gue udah 1 bulan ga bisa login huhuhuhu mau baca pleasee kesel bgtt,1,,2025-09-21 16:49:28,,
Diah Pitaloka,"Please wattpad, apk kalian ngebug terus, kami sebagai user juga capek kalo gini",1,11.14.1,2025-09-21 16:23:19,,
Dianasari Sari,"sudah bayar langganan tanpa iklan, tapi setiap baca iklan nya muncul terus.",3,11.15.0,2025-09-21 15:21:05,,
Khalisah Kusuma,"terimakasih telah mendengarkan komentar kami dengan baik, walaupun butuh waktu lama untuk di perbaiki dan sekarang sudah jauh lebih baik",5,11.14.1,2025-09-21 15:02:41,,
Kharakiss,kena bug Mulu bisa di benerin gak?,2,,2025-09-21 14:32:51,,
Bilqis Almaira,"apk bagus, dari main rp sampai sekarang masih bagus aja mungkin ada perubahan tapi ga terlalu""berubah"" yang gimana gimana sih paling banyak yang di premium in aja yang dulunya gratis",5,,2025-09-21 13:53:20,,
Celsi,"udah bagus cuman ko pas aku udah belokir suatu genre masih muncul di rekomedasi dan di pencarian ya, terus aplikasi ya suka keluar keluar sendiri ,dan kalo mau pindah halaman bisa nunggu sampai 3 menit tolong di perbaiki 🙏🙏",4,11.15.0,2025-09-21 13:06:14,,
Galuh Niki,gk bisa di buka pake wf,1,11.15.0,2025-09-21 12:45:34,,
Ditta Noer Ilhami,udah berapa Minggu ga bisa masuk Wattpad....eror terus 😭,1,11.14.1,2025-09-21 11:19:50,,
Neneng Linda,sinyal wifi bagus data jg bagus tpi ko g bsa baca muter²mulu kta ny g ada jaringan pas ku cek sm aplikasi lain ko lancar²ajh g ada masalah jaringan lancar lh pas buka wattpad ko g bsa baca gmn sh,1,,2025-09-21 11:06:58,,
Syahnna_Putri98,"makin kesini makin kesana. bug makin banyak, iklan apa lagi, maksa bngt buat beli premium. daftar offline yg tdinya 25, skrng cuma 2 hadehh. mau baca online juga mls, setiap ganti bab lngsung iklan. bisa bisanya disuruh nabung iklan wkwk. mana liat ke beranda malah ada tulisan ""mari temukan jalan pulang"" padahal jaringan lancar",1,11.14.1,2025-09-21 08:59:51,,
Zhramadhani,bagus banget aku sering buat cerita disini,5,11.14.1,2025-09-21 08:55:24,,
Elsyaa Girl Ecann,"wattpad ini kenapa ya, nyimpen cerita di perpustakaan cuma bisa 2. tolong diperbaiki, aku udah hapus downlod berapa kali ttp aja!!",1,11.15.0,2025-09-21 08:44:38,,
Bagus Rimbawan (Makik),"waktu mau login ulang soalnya habis ke uninstall itu gak bisa login harus nunggu terus, bahkan sampai 1 bulan gue nunggu tetep gak bisa login, ini gimana coba.",2,,2025-09-21 07:59:07,,
Luthfi,untuk cara pake gunakan ini apk sih sederhana banget yah tapi iklannya yang agak nyebelin kalau mau beli premium pun mahal banget,4,,2025-09-21 07:08:15,,
Mash,"aku udah nulis cerita terus tiba tiba kayak di beranda nya bilang gaada koneksi internet padahal wifiku baik baik aja gaada yang salah, lalu cerita aku hilang padahal udah selesai jadi harus nulis lagi dari ulang. Tolong diperbaiki lagi ya.",1,,2025-09-21 05:38:48,,
Warta Sugiarta,kebanyakan iklan,2,,2025-09-21 05:30:31,,
Dewi,saya tidak bisa login?,1,,2025-09-21 04:51:28,,
M.dzakwan Arraafi,"buat yang suka baca novel cocok banget pake apk ini , tapi buat rekomendasi sebelum baca bagusnya sih di download dulu ya biar gak banyak iklann..",5,,2025-09-21 04:36:03,,
Nadya zahira malik,kok saya gk bisa daftar ya?? apa emg error??,1,,2025-09-21 02:29:46,,
Mbah Amin1951,saya suka,5,11.15.0,2025-09-21 02:16:58,,
tenti febriyanti,"makin kesini appnya makin susah, bug terus. mau buka pencarian aja gak bisa. sampai cba di hp satunya juga sama aja. ada apa sama wp sekarang ini, pdhal seneng baca wp",2,11.14.1,2025-09-21 02:14:02,,
Nur Ramazana,"bagus sekali saya sudah mempublikasikan karya saya lewat watpad, watpad adalah aplikasi TERBAIK ☺️☺️☺️",5,11.15.0,2025-09-21 01:26:34,,
Noresvic Crog,wattpad ini saya udah berlangganan kenapa masih ada iklan?,3,11.14.1,2025-09-21 00:14:04,,
Sukemi,very very baajuss,5,,2025-09-20 23:48:49,,
Donshu,"Lumayanlah, seru buat dibaca dan banyak pilihannya. namun jadi agak lambat saat akan memuat dan sesudah iklan.",5,11.14.1,2025-09-20 20:14:24,,
Umm Syaukiya,"serius makin kesini cerita offline nya makin sedikit? cuman 2? serius?? overall bagus semua sih nggak pernah ada yang aneh² dan bikin jengkel KECUALI iklannya dann tiba² cerita offline ku cuman 2 aja MAX nya????? gw kira nge bug tapi kok udah di refers² terus kok tetap juga, kl nge bag sih brrt udah parah bag nyaa",2,,2025-09-20 18:53:20,,
Mumtaz Tasnim,apk nya bagus tapi kok skrang ngak bisa masuk lagi padahal data ada! tolong di perbaiki!,3,11.14.1,2025-09-20 16:55:15,,
Nimas Candra Kirana,"sering gbs di buka, eror alasannya jaringan padahal pakai wifi",3,11.15.0,2025-09-20 16:31:00,,
Deni Kurniawan,Hahh nih aplikasi sekarang semakin pelit. Masa untuk daftar offline sekarang cuma bisa 2 saja. Makin lama makin ngejar duit,1,,2025-09-20 13:46:51,,
novi asmiraa,"Ngeleg Mulu sekarang.. kalau mau ganti ke bab lain susah, selalu update, tapi tetep aja",1,,2025-09-20 12:04:24,,
Hana Aisya Salma,bagus banget apalagi bisa di baca offline 🌟🌟🌟🌟🌟,5,,2025-09-20 11:42:16,,
dwi prasetiyanto,seruuuu soalnya bisa liat novel gus azzam sama hana (cahaya cinta) tunggu apa lagi gas donlowod wattpat sekarang juga buat liat novel kesukaan muuuu,5,,2025-09-20 11:33:43,,
Feby Feby,Aplikasi Wattpad nya sangat bagus cuman tolong kurangi iklan nya masa tiap scroll ke part selanjutnya selalu iklan terus sih entah itu offline maupun online,3,,2025-09-20 11:18:57,,
akun pondokgede,"ada dengan WP akhir2 ini kalau baca pake wifi gak bisa "" koneksi gak tesambung/ gak ada internet "" wahai WP kok makin turun sih kualitasnya kan wifi sama2 bayar juga",2,11.15.0,2025-09-20 11:15:25,,
Khalipah Lipah,"bagus sih apk nya cuma susah kalo mau login ulng, udh pake bberpa akun dan bikin baru ttp gbs masuk, capeee bgtt tiap mau login selalu aja lamaa harus ini itu, padahal udh sesuai.",3,11.14.1,2025-09-20 11:08:43,,
Mutiara Diah,I CANT LOG IN,1,,2025-09-20 11:06:21,,
ilaayaw,"udah jadi pembaca wattpad dari tahun 2021 oktober, kasih pengalaman paling menyenangkan. mulai hapus tahun 2024 akhir karna memang udh jarang baca&memori hp yg ga mendukung, sekarang kangen dan mau baca lagi. tapi kok ga bisa login ya? udh dari 2 bulan lalu sebenernya, tapi kupikir bug sementara, tapi sampe sekarang ko ga berubah? liat ulasan, ternyata banyak yg sama. juga ada yg lag padahal wifi lancar jaya, aku juga gitu sebelumnya di 2024,makanya itu juga alasan ku hapus. mohon diperbaiki ya",3,11.14.1,2025-09-20 10:51:57,,
Pebi Ola,"kenapa susah bgt buat login sih, saya dari tadi uninstall, download bolak balik aja gitu terus tpi masih susah buat login, gabisa login ini gimna",3,,2025-09-20 09:39:36,,
Inzella Dwi Ramadhani,"Saya hanya mau bilang. Jika kalian (developer) memperbaiki bug setiap hari dan kami (user Wattpad) dengan murah hati meng-up date, bukankah itu kesempatan kalian untuk lebih baik? Tapi mengapa akhir-akhir ini sering bug dan sering update namun hasilnya hanya 50% dari 100%? Tolong, bekerja sesuai proporsi yang lebih baik. Thanks.",2,11.14.1,2025-09-20 09:34:15,,
Livy Jelita,kenapa gagal memuat teruss mau login aja gak bisaaa,3,11.14.1,2025-09-20 09:17:56,,
kalitha dewiasmari,"daftarnya ribet, butut, ngelag abisss🙄🙄",1,,2025-09-20 09:02:16,,
Wafanda Magfirah,"Kenapa tiba-tiba draft ku hilang semua?? Mana aku nggak punya salinannya, lagi 😭 Terus, di beranda nya ada tulisan nggak terhubung dengan internet.",2,11.8.0,2025-09-20 08:35:19,,
Novi Andini p sitompul,cerita ceritanya sangat bagus!!!..,5,,2025-09-20 07:27:29,,
faiza alya,"sumpahhh seruu bangett, yang aku mau selalu adaa tapi kadang ngga ada lop wattpad pokonyaaa bagus bangett...",5,,2025-09-20 06:10:14,,
Lovina Zefanya Denro,bagus banget bisa baca genre kesukaan 😊😊😊😊👍👍👍👍,5,,2025-09-20 05:46:47,,
Paido Sinurat,"bagus, tapi setiap scroll masa iklan trs..",3,11.14.1,2025-09-20 05:45:21,,
novita,bagus,5,11.14.1,2025-09-20 04:07:28,,
Rastia Putri Ananta,ni apk makin kikir masa baca offline jadi dibatasin dua doang what the heck,2,11.14.1,2025-09-20 03:50:33,,
Lusi Dwi,kenapa GK bisa login padahal baru aja update cerita bab tiga mau update ke bab 4 GK bisa,3,11.14.1,2025-09-20 02:54:37,,
As Imut,"Wattpad, kalo bisa tambahkan fitur buat video shorts di YouTube dong biar bisa bikin format video full layar hp. kalau nggak gitu kerjasama sama tiktok atau Instagram aja biar kreator nggak perlu capek-capek buat video YouTube untuk video visualnya. Kalo bisa nih ya, kamu buat Wattpad bisa upload video sendiri tanpa harus pergi ke apk lain.",4,11.14.1,2025-09-20 00:16:41,,
Abidin Lisman,"aplikasinya bagus tapi banyak iklan judolnya, dan juga setelah update terbaru setiap buka chapter yang baru iklannya gak cuma satu atau dua",3,10.94.1,2025-09-19 19:49:48,,
RANDOM GAMING,ini kenapa wp saya hnya bisa 2 cerita offline? padahal sebelumnya 25 cerita dan ini bukan pertama kalinya kayak gini. tolong di perbaiki bug nya,2,,2025-09-19 17:38:05,,
hansajisung iiesa,jujur suka banget ama ni aplikasiii tapi minusnya kalo lagi ngedit cerita nge bug terus sering tiba-tiba log out. kesel sih kalo lagi masa ituu,5,11.15.0,2025-09-19 16:01:07,,
Ilham,aplikasi sudah cukup baik dan kisah kisah yang ada dalam aplikasi ini juga menarik saya memberi saran untuk developer untuk menghadirkan fitur translate bahasa agar bisa membaca kisah yang memakai bahasa lain,4,11.15.0,2025-09-19 15:27:37,,
Julinadian wahyuni,"kok sekarang Wattpad makin aneh aja,data seluler udah hidup gak masalah eh pas kok dibuka apk nya malah gak bisa buka cerita, atau bahkan notifikasi dari akun penulis yang kita sukai.katanya koneksi anda tidak ada tapi kok bisa cari judul cerita tapi gak bisa di buka",1,10.34.1,2025-09-19 15:20:48,,
Aliefya,bagus aplikasinya,5,11.14.1,2025-09-19 15:04:37,,
Starlitpen_,"selamat malam wahai developer sekalian. Apakah kalian tidak ada niatan untuk mengembalikan ulang fitur saling sms-an dengan para pengguna wp seperti dahulu? zaman-zaman wattpad sebelum banyaknya update, fitur, dan sebagainya yang baru? lihatlah pengguna wp yang merasa rindu untuk saling sms an bareng di wp! edit (Jumat, 19 sep 25): oh? jadi sekarang Wattpad sudah tidak mendukung tag di bio kah?",3,,2025-09-19 14:34:04,,
Riski karno Karno,aplikasinya bagus banget apalagi bisa dibaca offline pokoknya bagus deh tapi batas cerita offline nya cuman 25 cerita tapi kalau mau tanpa batas yah haru bayar,5,11.14.1,2025-09-19 13:35:33,,
Ananda Ananda,"cerita offline nya cuma bisa 1-2 cerita aja padahal dlu bisa sampe 24 cerita kok sekarang ngga bisa yaa, jadi ngga enak bgt kalo mau baca Wattpad",2,11.14.1,2025-09-19 13:33:27,,
Fidia Yaa,banyak bug... bye Wattpad,3,10.95.0,2025-09-19 12:22:54,,
Chesya Anastasya Situmorang,"APK JELEK, GA BISA LOGIN NAJIS",1,11.15.0,2025-09-19 11:50:16,,
SEKIYAA UIIAUIIIA,"aplikasi ny seru kok seru banget malah kalo gabut atau kalo offline bisa baca disini tapi pas mau buka profil kenapa tulisannya tuh ""akun ini tidak tersedia haha pengguna tertentu yang- bla bla bla"" gak tau bikin males jad klo mau ngecek profil gitu pasti ada aja udah berkali² ganti akun pasti gitu terus aku kira ada update tapi pas dicek gaada udah berulah ulang sampai males buka apk nya ih.. tolong ya bantu di perbaiki yaa wahai developer kuu dan dikitin iklanya yaa lop yuu",3,,2025-09-19 11:17:59,,
Yuberta Miluh,suka banget sama apk nya,5,11.14.1,2025-09-19 10:28:18,,
Artiah Tia,bagus siieehhh tetapiiiii itu lojhhh kalau misalnya buat cerita Gak bisa unduh gambar lagichhhhhhh😊💢👊,3,,2025-09-19 10:13:17,,
Kastol Kastol12,oi bagus nyaaa,4,,2025-09-19 09:52:10,,
Nurul Khairatul Adha,"kenapa makin kesini makin banyak bug sih, ini juga ngeselin banget, sinyal bagus, tapi setiap nulis malah gak bisa disimpen, pas disimpen pun pas di cek lagi udah hilang draft yang diketik sampai seribu kata, tolong dong jangan bikin kesel, pake laptop ngetik juga sama permasalahannya, makin update bukannya makin bagus malah makin jelek kualitasnya",1,11.14.1,2025-09-19 09:21:47,,
Ghanis,"Wattpad aku kenapa g bisa di buka ya ka???! pliss deh ini udah satu bulan lebih, dan ga bisa di buka. kalau mau di buka pasti aplikasi selalu berhenti??",1,,2025-09-19 08:10:05,,
Riani Herlasti Andini,banyak cerita yang seru tapi di disband oleh pihak wattpad,1,11.14.1,2025-09-19 07:02:30,,
Zahara Ayu,seru tapi susah cari cerita yang aku mau,3,,2025-09-19 06:42:00,,
Safina Bilqis,bagus,5,,2025-09-19 05:54:01,,
Erna Saputri,makin GK jelassssss..,2,,2025-09-19 05:51:46,,
Husnul Mawaddah,Aku sangat suka aplikasi ini ...walau pun ada iklan nya tapi aplikasinya tidak mengecewakan aku udah 3 tahun wattpad selalu di hati❣️❣️❣️,5,11.9.0,2025-09-19 05:34:28,,
Tri Melati,"Knp sih sering banget eror sma iklan banyak banget. kalo bkn karena bukunya bgs² ku uninstall dari dulu setelah di update, dpt pemberitahuan katanya hrs login ulang pas mau login ulang mlh muncul ""mari temukan jalan pulang, tidak di temukan internet"" melulu pdhl wifi hdp kupencet ulangi² ttp gak bisa trs gmn caraku login ulang anj?! sama masalah chapter nya yg suka balik² padahal dah sampe eps20 pas keluar mlh balik eps 1 lagi bisa sih aku ke eps20 lagi tapi kan kalo gitu trs aku juga yg repot!!",1,11.14.1,2025-09-19 04:49:45,,
Kuni Khasanah,tolong jangan ada unsur iklan plis,3,11.14.1,2025-09-19 03:04:18,,
Siti Isnaya,saat dulu bagus apk nya ngak ada gagguan apapun. tapi sekarang knpa ya wp suka tiba tiba hrus kembali masuk. bahkan tulisan bab cerita suka tiba tiba hilang padahal sudah disimpan. tolong dong kasih keamanan lgi apalagi mengenai tulisan yg akan di update tiba² hilang gitu aja membuat penulis kecewa,3,11.14.1,2025-09-19 01:46:41,,
CICI CINTA JESIKA,sukaa bingitzzz,5,,2025-09-19 01:24:17,,
heelang.,"aplikasinya sebenernya bagus, sangat bagus. tapi sayang kenapa sering banget terjadi bug? contohnya seperti harus login log out supaya bisa masuk ke apknya, harus hapus apk dan download lagi supaya bisa masuk. saat masuk tulisannya selalu error atau tidak ada sinyal, padahal sinyal wifi saya kenceng banget. tolong dong di perbaiki, padahal tiap malem suka banget baca wp tapi karena error gini jadi terbatas buat baca, makasih.",3,11.14.1,2025-09-18 17:59:37,,
Yeni Yunengsih,"sebagai pengguna wattpad, cuman mau kasih saran. coba dong adain fitur kayak folder gitu, misalnya cerita tentang islami ya di folder islami, cerita tentang anak geng motor ya di folder beda lagi, biar enak aja. terima kasih, semoga di terima ya sarannya 🙏",5,11.5.1,2025-09-18 15:57:44,,
Keyla Zahara Tabina,"bagus tpi kurangin iklan nya plis, mana book offline nya jadi dikit bgt cuma 2. padahal tdinya 25 🙃🙃",4,11.14.1,2025-09-18 14:38:15,,
Naila Naila,"aplik nya oke bagus seru"" boleh lah tambahin lagi mode offline nya😁",4,11.14.1,2025-09-18 14:02:49,,
Cu tini tini,"Aplikasinya bagus, bagus banget malah. Tapi kenapa akhir-akhir ini makin banyak bug, padahal sebelum update baik-baik aja. Saya minta tolong banget untuk perbaikan bug nya, saya kesusahan buat up cerita saya. Apalagi cerita yang udah saya draf 95% ilang, padahal udah capek nulis dan mikirin ide (mikirin ide itu gak gampang). Ada juga pas mau baca book lain tapi gak bisa. Jadi tolong banget buat perbaiki aplikasinya. Terima kasih. Edit : bug-nya makin parah. jadi aku turunin bintangnya",2,11.14.1,2025-09-18 13:38:14,,
Yulita Gita,"kenapa syaa ngk bisa masuk yaa,sudah lama ditunggu 3-5 hari tetap error,tolong perbaiki ini macam mana,saya mau masuk kembali ke akun saya tidak bisaa🙏",1,11.14.1,2025-09-18 13:11:47,,
Ritaauliasaputri 02,"ini gimana kok aku gak bisa login ke akun ku lewat fb, padahal biasanya lancar ini kok gak bisa",1,11.14.1,2025-09-18 12:58:54,,
Sriaryani Agustiar,bagus,5,11.14.1,2025-09-18 12:17:48,,
tiara aulia putri,aku kasih bintang 4 dulu ya karna sering error itu bikin greget aja,4,11.6.1,2025-09-18 12:01:42,,
subhan Subhan,"cerita suka ngilang sendiri padahal udah di download, baru baca cerita bagus tiba tiba gak bisa dibuka terus ada tulisan story not found. apalah",1,11.14.1,2025-09-18 10:58:01,,
Enik Widiastuti,susah login kedalam aplikasi buat stres tolong permudah login ke dalam aplikasi.,1,,2025-09-18 10:48:33,,
Ran Chiharu,"versi baru hanya dapat menyimpan sedikit book offline, lebih nyaman versi lama. terlalu banyak iklan. gila ya dikit2 hapus akun, author favorit ku semuanya pada tumbang😡😡😡",1,6.99.0,2025-09-18 10:43:18,,
Hasna Amelia,Bagus cuman kebanyakan iklan,5,11.13.0,2025-09-18 09:54:37,,
Aulia Fitriani,seru seruuuuuu bangetttttt gak ada obat nya titik,5,11.14.1,2025-09-18 08:21:01,,
J50 Firsaayu,"fun, romantic",5,11.14.1,2025-09-18 07:58:24,,
Raddyn Griselda,"wattpad sekarang kenapa banyak banget bug dan erornya ya? tiap kali ada bab baru dari buku yg kubaca aku gak langsung diarahkan ke bab baru itu, malah diarahin balik ke halaman utama. gak cuma sekali, berkali-kali begitu, jadi tiap ada bab baru aku harus buka profil penulisnya itupun kadang dibalikin lagi ke halaman utama. terus untuk iklan, baru baca setengah bab, eh tiba-tiba masuk ke chrome dan ada iklan² gak jelas muncul. tolong dong di perbaiki, soal iklan, bug dll, itu ganggu banget.",1,11.0.3,2025-09-18 05:09:34,,
ahmad seh,"Udha nntn iklan, ga DP koin",2,11.14.1,2025-09-18 05:07:50,,
Maimanah Mansyur,bagus sih aplikasi nya tapi untuk saat ini aku mau daftar masuk ke akunnku kok gak bisa dan coba lagi nanti padahal akunku sandinya dah bener daftar pakai google akunnku dah bener tapi ini malah gak bisa masuk,5,11.14.1,2025-09-18 04:28:56,,
Susi Rahmawati,sumpah gue sekarang kek muak sama apk ini. ngebug luar biasa 6 kali gue bikin cerita di draf ilang padahal udah gue simpen. harus uninstall lah instal lah. muak !,1,11.13.0,2025-09-18 04:19:00,,
Fina Anggriyani,"semakin di perbarui semakin jelek, sumpah udah pake waatpad 8 tahun kecewa bangettt",5,,2025-09-18 02:59:43,,
Ipan Gonzales,tidak bisa masuk daftar akun,1,11.14.1,2025-09-18 02:43:04,,
Mutiara Dwi Ramadhanti,"lebih suka versi lama gak ada iklan, baca offline lebih banyak, tampilan home atau beranda lebih mudah, pencarian buku lebih mudah semua serba mudah kalau sekarang agak susah dan belum terbiasa",3,11.14.1,2025-09-17 22:21:12,,
Sherin Zelby Prawinka,ok,5,11.12.2,2025-09-17 13:59:40,,
Syifa Bogor,"apk nya seru kalau buat baca cerita, cuma suka banget error dan bug, dan kadang ga bisa masuk ke akun sendiri dan harus hapus apk nya baru download lagi baru bisa masuk ke akunnya",3,,2025-09-17 12:09:45,,
Aisyah Az Zahro',"Wattppad Ini Aplikasi nya bagus, dan aku bisa membaca dengan tenang, tapi kenapa sekarang tidak bisa melihat Notifikasi yang aku ikuti? buat Kalian, kakak Developer.. tolong perbaiki ya kak Aplikasi nya, aku pengen cari cerita baru tapi nggak bisa.. Selalu Bertuliskan ""Aplikasi Whatppad tidak Menyambung Wifi"". minta tolong di perbaiki ya.. Makasih",3,11.14.1,2025-09-17 11:06:36,,
yayuk indra sari,"Tambah buruk dan semakin buruk. banyak buku dan akun yang hilang tiba2, belum selesai baca udah hilang.",1,9.86.1,2025-09-17 09:25:37,,
Febriyanti,"WP ANJIIIRRRRRR KESEL BNGT CERITA YG UDH DITULIS DENGAN SUSAH PAYAH MALAH DI HAPUS!! ANJJIIRRR BNGT COY! Sebagai penulis merasa ga dihargai anjirrr..Setidaknya klo cerita yg di buat penulis itu ada ada unsur pelanggaran or something like that, LU KASIH WARNING DULU KEK VIA EMAIL!! JANGAN LANGSUNG HAPUS!! Lu pikir nulis cerita gampang HAH?! Blm lagi sbg penulis gua mikirin perasaan pembaca gua yg nunggu lanjutan cerita, ehh malah ilang gitu aja ceritanya. FUCEK LAH🤬🤬",1,11.14.1,2025-09-17 09:03:02,,
Keyla D. Marta,"overall bagus sih, cuma kadang agak erorr dan banyak bug nya, yah.. bagus sih bagus, semangat terus developer!",4,,2025-09-17 08:57:56,,
Bang Benn,kebanyakan karakter perempuannya skalinya laki2 malah belok. btw buat lu pecinta pria kagak jijik apa masukin lewat lubang bool,1,11.14.1,2025-09-17 08:48:08,,
Marita Fadila,"ada sedikit bug seperti harus login ulang, bagian drafnya jadi double, dan terkadang drafnya hilang",4,,2025-09-17 08:22:30,,
Jihan Akhila,saya jadi punya karir baru karena bisa menulis juga membaca,5,11.7.0,2025-09-17 07:42:05,,
syakira cahya ulfi,sukaa bgtt karna banyak ceritanya,5,,2025-09-17 07:41:56,,
Juliana Priecilla,"Suka nge bug, dan banyak minus nya",2,,2025-09-17 05:55:52,,
Pung Ipung,"Udah mah sistem kontrak di bikin ribet/susah, nggak kayak platform lain, eh iklan malah bejibun. 🙃",1,11.12.1,2025-09-17 02:46:37,,
アイナ,"Updatenya malah buat pengguna ga nyaman, setiap scroll chapter baru iklan terus. Kadang tiba-tiba gangguan, ga bisa loading padahal udah pake WI-FI.",2,11.14.1,2025-09-17 02:19:19,,
zoro chann,kaga mau login anjg,1,,2025-09-17 02:11:53,,
Aurel Mayyunis,"bagussss, tp adain ai buat cari cerita dong :((( susah bgt nyariinyaaaa",4,,2025-09-17 00:11:16,,
Rudi Ono,sangat bagus,5,11.14.1,2025-09-16 21:53:28,,
Nurul Febry Aulia,"gajelas bgt, pdhl wifi lancar tpi kok pas buka daftar perpustakaan malah offline? pas baca cerita novel lain pun ttp offline pdhl wifi lancar lancar aja, udh update pun masih eror",1,11.13.0,2025-09-16 20:07:18,,
Fitriagustina Tina,"ADA APA DENGAN WATTPAD WOI, heh yang buat Wattpad, ada apa dengan apk mu ini?! masa aku mau masuk, ada bacaan "" MARI KITA TEMUKAN JALAN PULANG"" terus "" tidak dapat terhubung ke jaringan internet "" buapaknya, jaringan ku sangat"" lancar aman terkendali ya monyet, beberapa kali suda Aden cek, tetep aja sama, koneksi bagus, PLIS LAH NYET, dengerin suara ini, TOLONG!! kau nanti bangkrut karna ini piye?? adenn mau baca pun tak bisa, harus bikin akun baru, lucu begitong? di benerin lagi, dengerin suara",2,,2025-09-16 18:50:28,,
Ikbal Algifari,"bagus, cuma suka kesel klo lagi error, ga bisa login mulu, aneh.",4,,2025-09-16 17:23:27,,
Be Rohik,ok,5,,2025-09-16 13:09:54,,
Glxys Melia,"Saya ko gak bisa komen,sama follow padahal udah 1 Minggu terus terusan verifikasi email",4,11.14.1,2025-09-16 13:09:43,,
Hirary,bagus si cuma sayang banyak iklan pinjol terus suka gak bisa di buka padahal jaringan internet bagus. tolong di benarin lagi biar pembaca gak kecewa,3,10.93.0,2025-09-16 13:03:54,,
Suci Awati,"setiap mau publikasikan karya novel sendiri slalu ajh ada hambatan nya, masalah ini lah itulah,ngk jelas banget",3,11.13.0,2025-09-16 12:53:59,,
AINI AULIA FARAH,kenapa baca offline max 2 novel 😭😭,1,11.14.1,2025-09-16 12:53:14,,
Zahra Azkia,kurangi iklan,3,11.14.1,2025-09-16 12:50:11,,
Aulia Nurkhoirunnisa,hey i really enjoy using wattpad for reading or writing but pls fix your bugs kadang waktu aku nulis udah aku format biar tulisannya di tengah tapi malah yang lain ikut pindah ke tengah gitu trs kalau buat italic atau bold kadang juga begitu. tolong ya yang kayak gitu bikin males dan mengganggu capek mana kadang suka nggak kesimpen di riwayatnya. thanks you did a great job tp tolong yg diatas dibenerin.,5,10.62.1,2025-09-16 12:41:26,,
Syahryin Berlyin,App bagus. cuman ga tau kenapa beberapa bulan terakhir ini ada beberapa tagar yang ga bisa dibuka. apa cuman di aku yang ga bisa atau beberapa akun juga begitu?,3,11.14.1,2025-09-16 12:37:36,,
Sri Anik,bagus😎😎😎 🥶,5,11.14.1,2025-09-16 11:53:13,,
Nyai Sutinah,"dulu kalo nyari cerita dipencarian pasti banyak cerita muncul yang sesuai, tapi sekarang kenapa algoritmanya berubah ya? nyari pake kata kunci apa yang muncul apa, coba dong diperbaiki",4,11.7.0,2025-09-16 04:03:20,,
Azza Kisaran,akuu suka bangettt,5,,2025-09-16 02:29:34,,
Nurkhadijah,"mohon maaf banget, aku udah makai apk ini dari sebelum covid, nah waktu itu masih fine fine aja, tapi pas sekarang kok sering muncul ""mari jelajahi bla bla bla"" kan membuat kurang nyaman, apalagi yah setiap aku mau pindah chapter, i mean selesai baca 1 chapter itu enggak bisa di pindah ke chapter berikutnya lagi, padahal internet ku oke, semuanya berjalan normal tapi kok gitu, maybe karena iklan kali yah, jadi gitu, tapi aku dah nunggu >5 Mnt tapi msh loh. jadi nyesel update apknya",1,11.13.0,2025-09-16 01:20:10,,
Heri Sprn,apliaksi busuk terlalu banyak iklan judi,1,11.14.1,2025-09-15 18:11:46,,
Andi Dyy,"sangat bagus, tapi tadi saya tidak bisa masuk",5,11.14.1,2025-09-15 17:40:58,,
